Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_hom_ttnb_het_2 count	srpk3_wt_ttnb_wt_6 count	srpk3_hom_ttnb_het_10 count	srpk3_wt_ttnb_wt_4 count	srpk3_hom_ttnb_het_8 count	srpk3_wt_ttnb_wt_3 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_7 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count
ENSDARG00000060238	1.403507691546827e-8	3.2569799490035668e-6	0.572428638623883	7	33798131	33869011	-1	protein_coding	uacab	uveal autoantigen with coiled-coil domains and ankyrin repeats b [Source:ZFIN;Acc:ZDB-GENE-030521-32]	1191	1908	2078	1061	2824	2033	2025	1942	1908	1185	2157	2154	1344.8941004933706	1555.7718897176485	1992.6612813853383	1343.910645231675	2384.510472037063	1505.8721738119848	2041.200076212162	1396.1912871956806	2730.9905572516627	1229.7765036559583	2243.964205687706	2555.0685555207183
ENSDARG00000014386	1.461465357832106e-8	3.3578975340447375e-6	0.6981592629401278	23	26763338	26784771	-1	protein_coding	galnt6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6) [Source:ZFIN;Acc:ZDB-GENE-040426-2272]	263	452	562	226	644	437	471	472	418	336	438	442	296.98333201490885	368.5581206249356	538.9199423188451	286.26183395132756	543.7764674192169	323.69214951098735	474.76801772638436	339.342063623255	598.2987698800812	348.69612255561344	455.6589346737205	524.2991186351705
ENSDARG00000096933	1.8239088117093885e-8	4.149571361228242e-6	2.364928250265959	16	42772678	42781773	1	protein_coding	si:ch211-135n15.2	si:ch211-135n15.2 [Source:ZFIN;Acc:ZDB-GENE-131121-526]	5	14	50	7	56	9	31	7	37	14	31	39	5.6460709508537805	11.415517010506855	47.9466140853065	8.866516980793332	47.2849102103667	6.666428708464271	31.248001166704704	5.032615350344884	52.95946049177753	14.529005106483895	32.24983327599392	46.2616869383974
ENSDARG00000017624	4.106211241731554e-8	9.251333793749751e-6	-0.5911651124101603	6	39308498	39313027	-1	protein_coding	krt4	keratin 4 [Source:ZFIN;Acc:ZDB-GENE-000607-83]	139342	201425	98303	105663	133808	225416	101800	258706	103885	143794	151897	111255	157346.9636867735	164240.75098866737	94265.9200885577	133837.5405345094	112983.91545408475	166968.854860798	102614.4038313077	185995.3981180462	148694.42035644077	149227.41144869608	158021.06210076285	131970.35847003598
ENSDARG00000013685	4.527675960592407e-8	1.0102812340529558e-5	0.7960066779923086	8	6576940	6609288	1	protein_coding	vsig8b	V-set and immunoglobulin domain containing 8b [Source:ZFIN;Acc:ZDB-GENE-081104-51]	133	169	235	111	322	168	217	165	207	119	219	210	150.18548729271058	137.8015981982613	225.34908620094058	140.59762640972284	271.88823370960847	124.44000255799972	218.73600816693292	118.6259332581294	296.2867113999445	123.4965434051131	227.82946733686026	249.10139120675524
ENSDARG00000038668	4.948221205048212e-8	1.0936040122318935e-5	1.469497244820244	2	42020915	42035307	-1	protein_coding	gbp1	guanylate binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-040718-32]	58	60	116	20	204	89	147	103	93	51	121	86	65.49442302990386	48.92364433074366	111.23614467791108	25.33290565940952	172.25217290919295	65.92357278370223	148.17600553243844	74.05134015507471	133.11431961446783	52.927090030762756	125.87838149662143	102.0129506846712
ENSDARG00000093936	5.167657120210236e-8	1.1313268974679127e-5	2.7915797352011897	18	7591381	7593581	1	protein_coding	si:dkeyp-1h4.6	si:dkeyp-1h4.6 [Source:ZFIN;Acc:ZDB-GENE-060503-841]	108	104	846	249	2311	210	743	220	878	200	630	926	121.95513253844166	84.80098350662234	811.2567103233861	315.3946754596485	1951.3469195742398	155.55000319749965	748.9440279632772	158.1679110108392	1256.7136841021802	207.55721580691278	655.3998375443925	1098.4185155116922
ENSDARG00000078552	5.477672206366708e-8	1.1879893572051011e-5	1.0147245600457242	17	26965351	26977183	1	protein_coding	grhl3	grainyhead-like transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9854]	95	157	222	82	359	188	211	137	197	113	191	218	107.27534806622184	128.01686933211258	212.88296653876088	103.86491320357904	303.13004938431504	139.25428857680922	212.6880079411191	98.49547185674986	281.9733436994641	117.26982693090572	198.7005856682206	258.59096801463164
ENSDARG00000029290	5.6979745578274514e-8	1.2243259036013318e-5	0.9249160794322351	20	26538137	26541177	1	protein_coding	stx11b.1	syntaxin 11b, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1893]	147	258	340	127	434	247	334	333	338	156	321	295	165.99448595510114	210.37167062219774	326.0369757800842	160.86395093725045	366.45805413034185	182.9564323322972	336.6720125703023	239.4087016664066	483.79182827623794	161.89462832939196	333.94182198690476	349.9281447904419
ENSDARG00000004954	6.25102517018834e-8	1.3308375238476203e-5	1.133738160952741	3	29914427	29941357	-1	protein_coding	grna	granulin a [Source:ZFIN;Acc:ZDB-GENE-030131-8434]	45	95	126	48	169	73	137	71	98	73	105	122	50.81463855768403	77.4624368570108	120.82546749497239	60.798973582582846	142.69910402771376	54.072143968654636	138.09600515608207	51.04509855349811	140.27100346470803	75.75838376952316	109.23330625739875	144.71604632011494
ENSDARG00000075643	6.58610693953848e-8	1.3894290694448179e-5	1.4422579691192017	3	29941777	29948955	1	protein_coding	ifi35	interferon-induced protein 35 [Source:ZFIN;Acc:ZDB-GENE-100311-2]	57	86	188	58	261	72	128	61	94	74	81	138	64.3652088397331	70.12389020739924	180.27926896075246	73.46542641228761	220.38145651617333	53.33142966771417	129.02400481736134	43.85564805300542	134.54565638451587	76.79616984855772	84.26569339856475	163.69519993586772
ENSDARG00000101205	7.120632287094466e-8	1.4886611968857133e-5	-0.8157054166574602	8	7875110	7912936	1	protein_coding	mbd1a	methyl-CpG binding domain protein 1a [Source:ZFIN;Acc:ZDB-GENE-030131-4214]	233	367	201	219	204	403	119	388	110	287	153	152	263.10690630978615	299.2496244897154	192.74538862293215	277.3953169705342	172.25217290919295	298.50786327901125	119.95200447864063	278.9506794191164	157.44704470528453	297.84460468291985	159.16853197506677	180.3019593496514
ENSDARG00000007769	8.037550735393636e-8	1.6653518068352206e-5	2.9601909943748197	7	56602521	56606752	-1	protein_coding	sult5a1	sulfotransferase family 5A, member 1 [Source:ZFIN;Acc:ZDB-GENE-060929-978]	13	35	326	40	360	41	105	13	111	12	137	328	14.67978447221983	28.538792526267137	312.6119238361984	50.66581131881904	303.97442278092876	30.369286338559455	105.84000395174174	9.346285650640498	158.87838147533256	12.453432948414767	142.5234567358441	389.072649122932
ENSDARG00000030463	1.4575838694873841e-7	2.9933355110906402e-5	-0.9282791687569534	7	35229645	35243976	1	protein_coding	tppp3	tubulin polymerization-promoting protein family member 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1909]	310	548	200	322	223	491	237	535	221	372	215	144	350.0563989529344	446.8359515541255	191.786456341226	407.85978111649325	188.2952674448531	363.690721761773	238.89600891964562	384.63560177635895	316.3254261806171	386.05642140085774	223.6681985270546	170.81238254177504
ENSDARG00000090268	1.5587486942204178e-7	3.173010719129738e-5	-0.7217933491249725	19	5339364	5345932	-1	protein_coding	krtt1c19e	keratin type 1 c19e [Source:ZFIN;Acc:ZDB-GENE-050506-95]	24491	38431	15728	21997	18289	37556	21454	47596	13628	27547	24267	15572	27655.584731471987	31336.409587913495	15082.086926674014	27862.39628950156	15442.745050667794	27818.266286120463	21625.632807434926	34218.90860214501	19506.257502214707	28587.89311916513	25245.37755188853	18471.461256531395
ENSDARG00000024789	1.9979043509153184e-7	4.0315972493339895e-5	1.5633814050597583	9	32805688	32813177	-1	protein_coding	mxc	myxovirus (influenza virus) resistance C [Source:NCBI gene;Acc:360145]	44	41	108	43	186	34	92	46	72	46	72	106	49.68542436751327	33.4311569593415	103.56468642426205	54.46574716773047	157.05345177014652	25.184286231976134	92.73600346247848	33.07147230226638	103.05624744345897	47.73815963558994	74.902838576502	125.73689270436218
ENSDARG00000058158	2.3361981183610728e-7	4.6736046150592294e-5	1.0586370139041326	24	24831727	24846603	1	protein_coding	trim55b	tripartite motif containing 55b [Source:ZFIN;Acc:ZDB-GENE-060312-37]	72	118	230	64	220	153	178	193	115	72	166	129	81.30342169229444	96.2165005171292	220.55442479240992	81.06529811011046	185.762147255012	113.3292880438926	179.42400669914315	138.75639465950894	164.60372855552473	74.7205976904886	172.69265560693518	153.0194260270068
ENSDARG00000093042	3.106052805501918e-7	6.160603538844232e-5	-1.1281719318481116	8	12843300	12847483	-1	protein_coding	si:dkey-104n9.1	si:dkey-104n9.1 [Source:ZFIN;Acc:ZDB-GENE-081104-300]	91	119	44	65	46	133	50	109	30	96	53	31	102.75849130553881	97.03189458930827	42.19302039506972	82.33194339308095	38.841176244229786	98.5150020250831	50.40000188178178	78.36501045537032	42.94010310144124	99.62746358731813	55.136811729925086	36.772110130521014
ENSDARG00000043562	3.273938960622296e-7	6.438561654254323e-5	-1.068087099097838	17	23549117	23552068	1	protein_coding	zgc:65997	zgc:65997 [Source:ZFIN;Acc:ZDB-GENE-040426-1502]	222	217	99	133	141	306	79	164	95	176	113	108	250.68555021790786	176.94051366285623	94.93429588890687	168.4638226350733	119.05664892253043	226.6585760877852	79.63200297321521	117.90698820808014	135.9769931545639	182.65034991008324	117.55584387701009	128.10928690633128
ENSDARG00000029439	3.361355275525833e-7	6.55492525410525e-5	-0.7377473458746516	8	11687254	11744994	1	protein_coding	atp2a2a	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2a [Source:ZFIN;Acc:ZDB-GENE-040426-702]	1210	2129	960	1312	1071	1565	831	1577	666	1552	916	781	1366.349170106615	1735.9739796692209	920.5749904378848	1661.8386112572646	904.323907773263	1159.2178809718425	837.6480312752132	1133.7763439276973	953.2702888519955	1610.643994661643	952.9305574454977	926.4199358689326
ENSDARG00000055290	3.426734076870339e-7	6.599298413604519e-5	0.8818269544066899	8	29710110	29713621	-1	protein_coding	mpeg1.1	macrophage expressed 1, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7347]	77	129	173	58	236	150	160	135	141	122	194	167	86.94949264314822	105.18583531109887	165.8952847351605	73.46542641228761	199.27212160083107	111.10714514107117	161.2800060217017	97.05758175665133	201.8184845767738	126.6099016422168	201.82153727557485	198.09491586441965
ENSDARG00000038321	3.444538388185548e-7	6.599298413604519e-5	3.461881801739739	9	33080438	33081978	-1	protein_coding	zgc:172053	zgc:172053 [Source:ZFIN;Acc:ZDB-GENE-080219-25]	22	12	162	4	115	3	88	3	90	1	55	118	24.842712183756635	9.784728866148733	155.34702963639307	5.066581131881904	97.10294061057446	2.2221429028214237	88.70400331193594	2.156835150147807	128.8203093043237	1.0377860790345639	57.217446134827924	139.97125791617677
ENSDARG00000021789	3.4694234528128555e-7	6.599298413604519e-5	-0.5189534325050948	20	15015557	15021628	1	protein_coding	myoc	myocilin [Source:ZFIN;Acc:ZDB-GENE-050425-2]	689	956	560	627	657	1138	577	1235	460	643	647	583	778.028577027651	779.5167330031824	537.0020777554329	794.1865924224885	554.753321575195	842.93287447026	581.6160217157617	887.8971368108473	658.4149142220989	667.2964488192246	673.0852299860667	691.5529098739919
ENSDARG00000071113	3.732699026375956e-7	7.042358829762637e-5	0.5648716620796106	6	10170241	10233650	-1	protein_coding	xirp2a	xin actin binding repeat containing 2a [Source:ZFIN;Acc:ZDB-GENE-040108-7]	2105	3050	3630	2077	4371	2534	3191	2410	1801	1970	2662	2214	2376.9958703094417	2486.951920146136	3480.924182593252	2630.822252729679	3690.756116598443	1876.9700385831625	3216.528120095313	1732.6575706187384	2577.8375228565224	2044.438575698091	2769.3243929256714	2626.240381579791
ENSDARG00000041947	4.149364259349555e-7	7.765334435682724e-5	0.7359547074518705	16	31965340	31976269	-1	protein_coding	styk1b	serine/threonine/tyrosine kinase 1b [Source:ZFIN;Acc:ZDB-GENE-030131-3435]	165	195	313	120	316	194	229	236	219	160	245	270	186.32034137817476	159.0018440749169	300.1458041740187	151.99743395645712	266.82199332992633	143.69857438245205	230.83200861856056	169.6710318116275	313.46275264052105	166.04577264553023	254.8777146005971	320.2732172658282
ENSDARG00000052779	4.183714180080563e-7	7.766981701035964e-5	3.587967007739384	12	46120836	46145909	-1	protein_coding	zgc:153932	zgc:153932 [Source:ZFIN;Acc:ZDB-GENE-070209-223]	214	213	1741	98	1845	35	1852	39	979	152	966	1624	241.6518366965418	173.67893737414	1669.5011024503724	124.13123773110665	1557.8689167522598	25.92500053291661	1866.8160697011972	28.038856951921495	1401.2786978770323	157.74348401325372	1004.9464175680686	1926.3840919989073
ENSDARG00000076308	4.934787903951313e-7	9.088626039610648e-5	-0.6667352930542876	16	26816753	26820634	-1	protein_coding	pdp1	pyruvate dehyrogenase phosphatase catalytic subunit 1 [Source:ZFIN;Acc:ZDB-GENE-060810-70]	223	317	184	231	191	345	160	412	142	236	161	173	251.81476440807862	258.47992088076234	176.44353983392793	292.59506036617995	161.27531875321498	255.54643382446372	161.2800060217017	296.20536062029885	203.24982134682185	244.91751465215708	167.4910695946781	205.21209847032694
ENSDARG00000096874	6.837538853831838e-7	1.2493852491497767e-4	0.806490652798826	7	66565572	66576522	1	protein_coding	tmem176l.3b	transmembrane protein 176l.3b [Source:ZFIN;Acc:ZDB-GENE-080829-14]	370	388	596	244	722	397	565	495	606	356	500	558	417.8092503631798	316.3729000054757	571.5236398968535	309.0614490447962	609.6375923550848	294.06357747336835	569.5200212641341	355.8777997743882	867.390082649113	369.45184413630477	520.1586012257084	661.8979823493783
ENSDARG00000100106	8.004312342750178e-7	1.4511568142645362e-4	2.988684293759971	12	43852970	43982343	-1	protein_coding	CR385054.1	NA	76	72	600	47	436	30	396	14	345	58	233	468	85.82027845297746	58.708373196892396	575.359369023678	59.532328299612374	368.14680092356923	22.221429028214235	399.1680149037117	10.065230700689767	493.8111856665742	60.1915925840047	242.3939081711801	555.1402432607688
ENSDARG00000089399	8.17305898807919e-7	1.470263619204385e-4	0.9309566611339382	16	46639772	46645396	-1	protein_coding	tmem176l.2	transmembrane protein 176l.2 [Source:ZFIN;Acc:ZDB-GENE-080829-12]	350	401	790	430	1053	434	610	425	400	411	680	577	395.22496655976465	326.97302294380347	757.5565025478427	544.6574716773047	889.1251866342166	321.47000660816593	614.8800229577378	305.5516462709394	572.5347080192165	426.5300784832058	707.4156976669634	684.4357272680846
ENSDARG00000079198	8.646056955042285e-7	1.5433876746054714e-4	0.5043738097480829	6	29410986	29469208	1	protein_coding	usp13	ubiquitin specific peptidase 13 [Source:NCBI gene;Acc:558011]	375	627	642	363	902	669	632	685	480	469	645	559	423.45532131403354	511.25208325627125	615.6345248553355	459.7922377182828	761.6248037455492	495.53786732917746	637.0560237857217	492.4773592837493	687.0416496230598	486.7216710672105	671.0045955811638	663.0841794503627
ENSDARG00000032801	8.820150051092293e-7	1.562445817447693e-4	1.1996532099823634	10	2715548	2755378	1	protein_coding	grk5	G protein-coupled receptor kinase 5 [Source:ZFIN;Acc:ZDB-GENE-091204-274]	40	34	80	28	110	48	75	43	74	34	67	84	45.168567606830244	27.723398454088077	76.7145825364904	35.46606792317333	92.881073627506	35.55428644514278	75.60000282267266	30.91463715211857	105.91892098355505	35.28472668717517	69.70125256424492	99.6405564827021
ENSDARG00000062374	8.942370140904251e-7	1.5720957688623033e-4	0.7963777640614775	16	13810018	13818071	-1	protein_coding	leng9	leukocyte receptor cluster (LRC) member 9 [Source:ZFIN;Acc:ZDB-GENE-061013-607]	71	93	136	62	160	117	153	129	97	73	130	108	80.17420750212368	75.83164871265268	130.4147903120337	78.53200754416952	135.09974345819055	86.66357321003552	154.22400575825225	92.74391145635572	138.83966669466	75.75838376952316	135.24123631868417	128.10928690633128
ENSDARG00000039754	9.539917165607194e-7	1.664536223647222e-4	-0.617813483547544	8	26007308	26032245	1	protein_coding	xpc	xeroderma pigmentosum, complementation group C [Source:ZFIN;Acc:ZDB-GENE-030131-8461]	535	557	341	347	393	640	301	533	191	385	293	216	604.1295917413545	454.174498203737	326.9959080617904	439.5259131907552	331.8387448691806	474.0571526019037	303.4080113283263	383.19771167626044	273.38532307917586	399.5476404283071	304.81294031826513	256.21857381266256
ENSDARG00000069074	1.145431471205721e-6	1.983647964238803e-4	-0.3895762249389938	8	21225064	21252659	1	protein_coding	cry3a	cryptochrome circadian regulator 3a [Source:ZFIN;Acc:ZDB-GENE-010426-4]	2554	3618	2439	2101	2654	4415	2145	4185	1764	2769	2658	2108	2884.013041696111	2950.095753143843	2338.8358350812514	2661.22173952097	2240.966994612736	3270.253638652195	2162.1600807284385	3008.785034456191	2524.8780623647444	2873.6296528467074	2765.1631241158657	2500.503488875429
ENSDARG00000112454	1.2612241334452211e-6	2.1679975733873927e-4	1.03881639376438	10	21913105	21955231	-1	protein_coding	FO744833.2	poly [ADP-ribose] polymerase 14 [Source:NCBI gene;Acc:562648]	143	157	270	115	491	191	210	246	204	202	207	265	161.4776291944181	128.01686933211258	258.9117160606551	145.66420754160475	414.58733773732223	141.47643147963063	211.68000790348347	176.86048231212018	291.9927010898004	209.6327879649819	215.34566090744326	314.3422317609054
ENSDARG00000021787	1.499994037821296e-6	2.5594751207118376e-4	-0.4281041817740586	16	19537038	19568795	-1	protein_coding	abcb5	ATP-binding cassette, sub-family B (MDR/TAP), member 5 [Source:ZFIN;Acc:ZDB-GENE-030131-6414]	2074	2595	1621	1650	2047	3105	1636	2137	1381	1805	1735	1728	2341.9902304141483	2115.9476173046633	1554.4292286456368	2089.9647169012856	1728.4323428682253	2299.9179044201733	1649.0880615718997	1536.385571955288	1976.676079436345	1873.2038726573878	1804.950346253208	2049.7485905013004
ENSDARG00000079456	1.559293887425177e-6	2.641238974568515e-4	0.8418692452193993	19	1879611	1929310	-1	protein_coding	si:ch211-149a19.3	si:ch211-149a19.3 [Source:ZFIN;Acc:ZDB-GENE-081104-128]	67	81	123	60	160	95	131	78	111	63	119	138	75.65735074144067	66.04691984650394	117.948670649854	75.99871697822856	135.09974345819055	70.36785858934508	132.04800493026826	56.07771390384299	158.87838147533256	65.38052297917753	123.79774709171859	163.69519993586772
ENSDARG00000063223	1.5780487017497615e-6	2.6536375487539826e-4	1.0073974914281292	2	6261413	6262441	-1	protein_coding	arl14	ADP-ribosylation factor-like 14 [Source:ZFIN;Acc:ZDB-GENE-070705-288]	43	49	94	36	109	71	99	76	67	57	62	71	48.556210177342514	39.95430953677399	90.13963448037623	45.599230186937135	92.03670023089231	52.59071536677369	99.79200372592793	54.63982380374445	95.89956359321876	59.15380650497014	64.49966655198784	84.21999416990296
ENSDARG00000052626	1.7186979902427781e-6	2.869360112343447e-4	3.802372503826921	12	46188692	46204837	-1	unprocessed_pseudogene	AL954655.1	NA	3	3	22	1	22	0	31	1	13	2	4	18	3.3876425705122686	2.446182216537183	21.09651019753486	1.266645282970476	18.576214725501202	0	31.248001166704704	0.7189450500492691	18.607378010624537	2.0755721580691278	4.161268809805667	21.35154781772188
ENSDARG00000068939	1.8403255824985073e-6	3.0504711048185974e-4	1.708436988916605	15	29154547	29162261	-1	protein_coding	xaf1	XIAP associated factor 1 [Source:ZFIN;Acc:ZDB-GENE-060929-840]	15	21	52	11	80	20	36	8	38	13	35	55	16.938212852561342	17.12327551576028	49.864478648718766	13.933098112675236	67.54987172909527	14.81428601880949	36.28800135488288	5.751560400394153	54.39079726182557	13.49121902744933	36.411102085799584	65.24084055415018
ENSDARG00000014976	1.934564201343348e-6	3.183935947260548e-4	0.7372419801682643	9	94884	100579	-1	protein_coding	lims2	LIM and senescent cell antigen-like domains 2 [Source:ZFIN;Acc:ZDB-GENE-050522-56]	346	389	526	283	929	492	492	597	446	491	633	550	390.7081097990816	317.18829407765475	504.39838017742443	358.4606150806447	784.4228854541188	364.4314360627135	495.9360185167327	429.2101948794136	638.3761994414264	509.5529648059709	658.5207891517468	652.4084055415018
ENSDARG00000010680	1.967981324504332e-6	3.2161249729892625e-4	-0.7715188640120622	3	23092762	23096141	1	protein_coding	gngt2a	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2a [Source:ZFIN;Acc:ZDB-GENE-030131-7595]	255	472	244	282	269	515	158	462	122	356	145	171	287.9496184935428	384.8660020685168	233.97947673629574	357.19396979767424	227.13644368908285	381.4678649843444	159.26400594643042	332.1526131227623	174.62308594586102	369.45184413630477	150.84599435545542	202.83970426835785
ENSDARG00000076196	2.0122112961247577e-6	3.26541086278819e-4	2.721881984728023	12	46209859	46228023	-1	protein_coding	si:ch211-226h7.6	si:ch211-226h7.6 [Source:ZFIN;Acc:ZDB-GENE-130531-12]	4	3	26	5	33	3	19	0	15	5	17	19	4.516856760683025	2.446182216537183	24.932239324359383	6.33322641485238	27.8643220882518	2.2221429028214237	19.152000715077076	0	21.47005155072062	5.18893039517282	17.685392441674086	22.537744918706426
ENSDARG00000020876	2.068130059600391e-6	3.3328490391032413e-4	-0.4127389906010534	12	28559408	28570989	-1	protein_coding	pdk2a	pyruvate dehydrogenase kinase, isozyme 2a [Source:ZFIN;Acc:ZDB-GENE-120910-1]	1757	2343	1713	1598	1609	2477	1354	2372	1320	1770	1604	1471	1984.0293321300185	1910.46831111554	1642.6509985626008	2024.0991621868206	1358.5967951514288	1834.7493234295555	1364.8320509586506	1705.3376587168664	1889.3645364634144	1836.8813598911781	1668.6687927320725	1744.8959355482712
ENSDARG00000076269	2.2069263572176716e-6	3.53199538245471e-4	1.8936795537048774	10	40623414	40628487	1	protein_coding	zgc:172131	zgc:172131 [Source:ZFIN;Acc:ZDB-GENE-080204-47]	17	7	51	10	51	13	35	4	45	6	36	36	19.196641232902856	5.707758505253428	48.90554636701263	12.66645282970476	43.06304322729824	9.62928591222617	35.28000131724725	2.8757802001970765	64.41015465216185	6.226716474207383	37.451419288251	42.70309563544376
ENSDARG00000090526	2.312220570588419e-6	3.675163737059921e-4	1.2989004225920835	12	30540911	30549022	-1	protein_coding	zgc:158404	zgc:158404 [Source:ZFIN;Acc:ZDB-GENE-070112-592]	118	58	277	107	264	107	231	98	134	65	203	236	133.24727444014923	47.29285618638554	265.62424203259803	135.53104527784095	222.9145767060144	79.25643020063077	232.84800869383182	70.45661490482837	191.79912718643752	67.45609513724665	211.1843920976376	279.94251583235354
ENSDARG00000102929	2.7168136248751407e-6	4.288869182234865e-4	1.209754841172421	7	45992048	45993499	-1	protein_coding	C18H19orf12	zgc:101715 [Source:ZFIN;Acc:ZDB-GENE-040912-59]	43	61	83	28	148	41	78	50	49	41	73	73	48.556210177342514	49.73903840292272	79.59137938160879	35.46606792317333	124.96726269882626	30.369286338559455	78.62400293557958	35.947252502463456	70.13550173235402	42.54922924041712	75.94315577895343	86.59238837187206
ENSDARG00000025094	2.8212767016385448e-6	4.423685617447572e-4	0.42565902081435963	6	42932757	42949184	-1	protein_coding	edem1	ER degradation enhancer, mannosidase alpha-like 1 [Source:ZFIN;Acc:ZDB-GENE-040426-808]	400	504	602	319	641	558	569	639	374	397	469	458	451.6856760683024	410.95861237824676	577.2772335870903	404.05984526758186	541.2433472293759	413.3185799247848	573.5520214146767	459.4058869814829	535.3199519979675	412.0010733767219	487.90876794971444	543.2782722509234
ENSDARG00000053554	2.973368517482168e-6	4.6308717997779324e-4	-0.9550372778962559	7	30201611	30209790	1	protein_coding	wdr76	WD repeat domain 76 [Source:ZFIN;Acc:ZDB-GENE-030131-4513]	164	281	97	147	106	195	105	227	58	186	119	64	185.191127188004	229.12573428231616	93.01643132549461	186.19685659665998	89.50358004105124	144.43928868339253	105.84000395174174	163.20052636118407	83.0175326627864	193.02821070042887	123.79774709171859	75.91661446301113
ENSDARG00000069846	3.0604240591697633e-6	4.7346800478062354e-4	0.42991783233565856	9	21826724	21831588	1	protein_coding	zgc:162944	zgc:162944 [Source:ZFIN;Acc:ZDB-GENE-070424-75]	595	791	844	507	1149	819	801	889	526	688	712	616	671.8824431515999	644.9767110936373	809.3388457599738	642.1891584660314	970.185032709131	606.6450124702486	807.4080301461441	639.1421494938003	752.8831410452697	713.99682237578	740.7058481454087	730.6974142064821
ENSDARG00000070651	3.3528404181784823e-6	5.124881607132707e-4	0.3863262370556307	11	18343890	18384534	-1	protein_coding	prkcdb	protein kinase C, delta b [Source:ZFIN;Acc:ZDB-GENE-111129-1]	872	1356	1352	823	1580	1187	1288	1356	882	925	1209	1090	984.6747738288993	1105.6743618748067	1296.4764448666879	1042.4490678847017	1334.1099666496318	879.22787521634325	1298.3040484746987	974.8894878668088	1262.4390311823722	959.9521231069716	1257.743497763763	1292.9548400731583
ENSDARG00000091757	3.356812911678753e-6	5.124881607132707e-4	0.8069795668286532	20	35568552	35578435	-1	protein_coding	adgrf6	adhesion G protein-coupled receptor F6 [Source:ZFIN;Acc:ZDB-GENE-041001-212]	316	450	671	270	714	380	515	450	425	439	492	707	356.8316840939589	366.9273324805775	643.4435610248132	341.9942264020285	602.8826051821753	281.4714343573803	519.1200193823523	323.52527252217106	608.3181272704174	455.58808869617354	511.836063606097	838.641350396076
ENSDARG00000100660	3.4282211220377724e-6	5.19969276849729e-4	0.945931602478251	4	269443	277081	-1	protein_coding	si:ch73-252i11.1	si:ch73-252i11.1 [Source:ZFIN;Acc:ZDB-GENE-141210-7]	47	68	150	70	149	99	118	135	79	71	132	105	53.07306693802554	55.446796908176154	143.8398422559195	88.66516980793332	125.81163609543995	73.33071579310698	118.944004441005	97.05758175665133	113.07560483379525	73.68281161145404	137.321870723587	124.55069560337762
ENSDARG00000016536	3.485447397563713e-6	5.252161838172957e-4	-1.0886464760701458	5	22791686	22830724	1	protein_coding	npas2	neuronal PAS domain protein 2 [Source:ZFIN;Acc:ZDB-GENE-030408-3]	106	173	72	87	49	164	64	147	27	86	72	47	119.69670415810015	141.06317448697757	69.04312428284136	110.19813961843141	41.37429643407086	121.47714535423782	64.51200240868067	105.68492235724256	38.646092791297114	89.2496027969725	74.902838576502	55.75126374627379
ENSDARG00000006588	3.685823306343863e-6	5.493234698964878e-4	2.4107203437430735	1	45173421	45177401	-1	protein_coding	zgc:111983	zgc:111983 [Source:ZFIN;Acc:ZDB-GENE-050417-335]	1158	646	6021	914	6402	476	2135	1131	1617	994	1292	2135	1307.6300322177356	526.7445706276734	5773.731268152609	1157.7137886350151	5405.6784851208495	352.5800072476659	2152.080080352082	813.1268516057233	2314.4715571676825	1031.5593625603565	1344.0898255672305	2532.5308106020116
ENSDARG00000062487	3.6927717531609112e-6	5.493234698964878e-4	0.4783333523386413	8	14130245	14151051	-1	protein_coding	si:dkey-6n6.1	si:dkey-6n6.1 [Source:ZFIN;Acc:ZDB-GENE-060503-80]	451	677	723	464	906	693	792	592	407	470	527	566	509.275599767011	552.0217868652243	693.308039673532	587.7234112983009	765.002297332004	513.3150105517489	798.3360298074234	425.6154696291673	582.5540654095528	487.75945714624504	548.2471656918966	671.3875591572546
