Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_hom_ttnb_het_2 count	srpk3_wt_ttnb_wt_6 count	srpk3_hom_ttnb_het_10 count	srpk3_wt_ttnb_wt_4 count	srpk3_hom_ttnb_het_8 count	srpk3_wt_ttnb_wt_3 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_7 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count	% variance explained
ENSDARG00000114910	0.5967139796351706	0.9810175590418267	0.35287688190397704	7	7653	7987	1	pseudogene	FO704772.2	NA	1030	1447	1115	803	1866	3278	2877	9651	2040	1464	6604	1487	1163.0906158758787	1179.8752224431014	1069.209494102335	1017.1161622252922	1575.6007580811472	2428.0614784828754	2900.0161082777236	6938.538678025496	2919.927010898004	1519.3188197066015	6870.254804989157	1763.875089164024	0.3980150058180888
ENSDARG00000087178	0.9213055380482364	0.9972658661667693	-0.10187168589803466	1	43969797	43973068	-1	protein_coding	scpp9	secretory calcium-binding phosphoprotein 9 [Source:ZFIN;Acc:ZDB-GENE-090424-3]	348	332	299	198	479	459	184	1	189	125	89	47	392.96653817942314	270.71083196344824	286.72075223013286	250.79576602815425	404.45485697795795	339.9878641316778	185.47200692495696	0.7189450500492691	270.5226495390798	129.7232598793205	92.58823101817609	55.75126374627379	0.397012227129159
ENSDARG00000045143	0.512590452324027	0.9724542577197515	0.2669782403130318	12	20349865	20350629	-1	protein_coding	hbbe2	hemoglobin beta embryonic-2 [Source:ZFIN;Acc:ZDB-GENE-040702-1]	1304	4113	2241	2743	5249	2205	2364	2046	2328	2540	2895	2196	1472.495303982666	3353.715818872478	2148.9672433034375	3474.4080111880157	4432.115958825264	1633.2750335737462	2382.9120889706423	1470.9615724008045	3332.1520006718397	2635.9766407477923	3011.7183010968515	2604.888833762069	0.3960858470600184
ENSDARG00000002986	0.9527601397268426	0.9994178329269605	-0.025364913496065185	5	25708369	25723079	-1	protein_coding	gda	guanine deaminase [Source:ZFIN;Acc:ZDB-GENE-050522-434]	726	1132	883	595	979	1091	756	273	716	876	576	585	819.8095020639689	923.0260897066971	846.7372047465128	753.6539433674333	826.6415552848034	808.1193023260577	762.0480284525405	196.27199866345046	1024.8371273543976	909.100605234278	599.222708612016	693.9253040759611	0.39339387400481457
ENSDARG00000068680	0.12941277544723317	0.7876537507191311	0.7383661410126726	15	37820258	37829160	-1	protein_coding	ctrl	chymotrypsin-like [Source:ZFIN;Acc:ZDB-GENE-040912-147]	10383	3687	11903	5259	9242	3603	10799	6361	4774	6070	4299	6807	11724.63093654296	3006.357944124198	11414.170949148065	6661.287543141733	7803.698931503732	2668.7936262885296	10885.392406427229	4573.209463363401	6833.201740209349	6299.361499739803	4472.323653338641	8074.443666401824	0.39068622173474593
ENSDARG00000041433	0.10931868338567981	0.7519788275070121	1.3723811137529867	20	46039591	46043405	1	protein_coding	si:dkey-7c18.24	si:dkey-7c18.24 [Source:ZFIN;Acc:ZDB-GENE-041014-63]	584	764	1202	171	1738	164	522	44	1409	276	678	397	659.4610870597215	622.9610711448026	1152.6366026107683	216.5963433879514	1467.5209633145948	121.47714535423782	526.1760196458018	31.63358220216784	2016.75350899769	286.4289578135396	705.3350632620605	470.92024909086587	0.3899757490755214
ENSDARG00000038643	0.8897183442451136	0.9951482764480201	0.06052358962447169	8	21353878	21369028	1	protein_coding	alas2	aminolevulinate, delta-, synthase 2 [Source:NCBI gene;Acc:64607]	258	781	400	578	947	436	364	445	403	616	645	467	291.3372610640551	636.8227703718467	383.572912682452	732.1209735569352	799.6216065931653	322.9514352100469	366.91201369937136	319.93054727192475	576.8287183293606	639.2762246852914	671.0045955811638	553.9540461597843	0.388005845554746
ENSDARG00000093054	NA	NA	0.4488823176945314	5	42322847	42344441	1	processed_transcript	BX548073.3	NA	0	0	0	53	83	2	0	1	0	149	79	73	0	0	0	67.13219999743522	70.08299191893634	1.481428601880949	0	0.7189450500492691	0	154.63012577615	82.18505899366193	86.59238837187206	0.3852361228428856
ENSDARG00000103457	NA	NA	-1.4939261085270745	15	32798333	32818871	1	protein_coding	spartb	spartin b [Source:ZFIN;Acc:ZDB-GENE-060825-146]	97	138	1	92	131	145	7	7	81	1	2	1	109.53377644656335	112.52438196071043	0.9589322817061301	116.53136603328379	110.61291495639351	107.4035736363688	7.056000263449449	5.032615350344884	115.93827837389134	1.0377860790345639	2.0806344049028334	1.186197100984549	0.3851528431026986
ENSDARG00000091209	0.026133691749853364	0.449149217971653	-0.7322473961403496	10	36650222	36656693	1	protein_coding	ucp3	uncoupling protein 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1317]	306	699	335	444	380	819	297	459	1022	420	525	1016	345.53954219225136	569.9604564531637	321.24231437155356	562.3905056388913	320.86189071320257	606.6450124702486	299.37601117778377	329.9957779726145	1462.826178989098	435.87015319451683	546.1665312869937	1205.1762546003015	0.3845200438939927
ENSDARG00000076844	0.29023115131958205	0.9213548697020821	-0.6168441714083877	16	28797703	28836529	-1	protein_coding	plin6	perilipin 6 [Source:ZFIN;Acc:ZDB-GENE-070410-23]	44	226	46	153	159	97	65	91	67	156	112	107	49.68542436751327	184.2790603124678	44.11088495848198	193.79672829448282	134.25537006157685	71.84928719122603	65.52000244631631	65.42399955448349	95.89956359321876	161.89462832939196	116.51552667455867	126.92308980534672	0.38377496076112944
ENSDARG00000097615	0.46534607796536415	0.9603595978460767	-0.3689839306368941	3	14157090	14189022	1	protein_coding	si:ch211-108d22.2	si:ch211-108d22.2 [Source:ZFIN;Acc:ZDB-GENE-131127-97]	114	470	135	306	337	383	271	241	189	429	131	235	128.7304176794662	383.2352139241587	129.45585803032756	387.59345658896564	284.55383465881386	283.6935772602017	273.16801019925725	173.26575706187384	270.5226495390798	445.21022790582794	136.2815535211356	278.756318731369	0.3798610990382693
ENSDARG00000017314	0.24426599591276194	0.8977568421209302	0.6304848673955242	22	7439186	7447391	1	protein_coding	cela1.6	chymotrypsin like elastase family member 1, tandem duplicate 6 [Source:ZFIN;Acc:ZDB-GENE-040808-55]	34556	10066	32936	13807	25060	11140	31723	15205	13865	16796	12160	19270	39021.125555540646	8207.756730554429	31583.393630273098	17488.571421973364	21159.997319139096	8251.557312476885	31976.785193915268	10931.559485999136	19845.48431671609	17430.654983464534	12650.257181809227	22858.018135972256	0.378942642914435
ENSDARG00000013522	0.3402260700199041	0.9359306797004606	-0.33056065752324276	6	60055168	60062097	1	protein_coding	pck1	phosphoenolpyruvate carboxykinase 1 (soluble) [Source:ZFIN;Acc:ZDB-GENE-030909-11]	9830	16764	11035	6202	11226	22010	9050	5503	9634	10221	8404	6965	11100.175489378533	13669.266226009779	10581.817728627146	7855.734044982893	9478.935750385295	16303.121763699844	9122.400340602502	3956.3546104211277	13789.49844264283	10607.211513812277	8742.825769401707	8261.862808357382	0.3776504224774722
ENSDARG00000113599	0.7254025492299405	0.9891930664321701	0.14840233294242353	3	55114097	55114874	1	protein_coding	hbbe1.1	hemoglobin beta embryonic-1.1 [Source:ZFIN;Acc:ZDB-GENE-030616-7]	2141	7796	4254	5446	8897	4227	4006	6325	4416	7495	6743	6984	2417.647581155589	6356.81218670796	4079.297926377877	6898.150211057213	7512.390109672008	3130.999350075386	4038.048150768356	4547.327441561627	6320.78317653215	7778.206662364057	7014.858896129903	8284.40055327609	0.3762072649900849
ENSDARG00000003902	0.5974818340549565	0.9810175590418267	-0.2147202339936345	17	27456804	27461321	1	protein_coding	ctsl.1	cathepsin L.1 [Source:ZFIN;Acc:ZDB-GENE-040718-61]	3166	2956	2373	1870	2982	2108	1601	424	1020	1008	1223	1510	3575.092126080614	2410.3048773613045	2275.5463044886465	2368.62667915479	2517.9214687020262	1561.4257463825202	1613.8080602546527	304.8327012208901	1459.963505449002	1046.0883676668404	1272.3079385980827	1791.1576224866687	0.3760398043097125
ENSDARG00000040683	0.8839486612683646	0.9951482764480201	-0.05685593945315954	2	283764	293793	-1	protein_coding	MEP1B	si:ch73-40a17.3 [Source:ZFIN;Acc:ZDB-GENE-030131-5797]	667	1205	901	534	1010	977	540	191	281	472	288	365	753.1858648438944	982.5498569757685	863.9979858172231	676.3885811062341	852.8171305798279	723.6778720188436	544.3200203232432	137.3185045594104	402.20563238349956	489.83502930431416	299.611354306008	432.9619418593603	0.37574334750317934
ENSDARG00000029230	0.8733355988970174	0.9951482764480201	-0.07553302607597032	16	36807924	36834633	-1	protein_coding	pnp4b	purine nucleoside phosphorylase 4b [Source:ZFIN;Acc:ZDB-GENE-040426-1887]	1757	2026	1743	1243	1742	2228	1727	375	746	1606	1200	807	1984.0293321300185	1651.9883902347776	1671.4189670137846	1574.4400867323018	1470.8984569010497	1650.3114624953773	1740.8160649967426	269.6043937684759	1067.7772304558387	1666.6844429295097	1248.3806429417	957.2610604945309	0.37412483710983996
ENSDARG00000044204	0.3481063489203406	0.9371411207124624	0.6502176021956471	6	39905021	39912440	1	protein_coding	endou	endonuclease, polyU-specific [Source:NCBI gene;Acc:791216]	408	84	350	122	225	80	345	158	162	184	114	206	460.7193895896685	68.49310206304112	335.62629859714554	154.5307245223981	189.98401423808048	59.25714407523796	347.7600129842943	113.59331790778451	231.87655674778267	190.95263854235975	118.59616107946151	244.35660280281704	0.36824036923316894
ENSDARG00000051912	0.6799426135970557	0.983544348288831	0.21878452149739055	16	2394193	2414063	-1	protein_coding	hpxb	hemopexin b [Source:ZFIN;Acc:ZDB-GENE-060929-800]	120	168	76	124	437	274	109	182	237	219	215	356	135.50570282049074	136.98620412608224	72.87885340966588	157.06401508833903	368.99117432018295	202.95571845769	109.87200410228428	130.84799910896697	339.2268145013858	227.2751513085695	223.6681985270546	422.28616795049936	0.3677498588524289
ENSDARG00000100131	0.9505460382855324	0.9994178329269605	-0.044316829477494706	7	53152108	53210386	1	protein_coding	cdh29	cadherin 29 [Source:ZFIN;Acc:ZDB-GENE-141212-240]	332	363	285	93	434	351	122	72	45	300	241	230	374.89911113669103	295.9880482009992	273.29570028624704	117.79801131625428	366.45805413034185	259.9907196301066	122.97600459154754	51.76404360354737	64.41015465216185	311.33582371036914	250.71644579079143	272.8253332264462	0.3671276826886129
ENSDARG00000068431	0.42107200065428385	0.9544811223467594	-0.5908974329914072	2	43920461	43955410	1	protein_coding	si:ch211-195h23.3	si:ch211-195h23.3 [Source:ZFIN;Acc:ZDB-GENE-070912-174]	42	291	262	176	90	376	64	101	55	211	76	174	47.42699598717176	237.27967500410676	251.24025780700606	222.92956980280377	75.99360569523219	278.50857715361843	64.51200240868067	72.61345005497618	78.72352235264226	218.97286267629298	79.06410738630767	206.39829557131148	0.36310442932470083
ENSDARG00000052578	0.23424490952611735	0.8908369994203669	0.8037148539818397	7	38635538	38638809	-1	protein_coding	c6ast4	six-cysteine containing astacin protease 4 [Source:ZFIN;Acc:ZDB-GENE-050626-100]	4217	1095	4813	1717	2967	1071	4134	1142	977	2041	1299	2034	4761.896239950079	892.8565090360719	4615.341071851604	2174.8299508603072	2505.255867752821	793.3050163072483	4167.072155585717	821.0352471562653	1398.4160243369363	2118.121387309545	1351.3720459843903	2412.724903402572	0.3606072676129824
ENSDARG00000103342	0.9068030956154439	0.9960333212057306	-0.042978003003828646	KN149797.1	55555	70688	-1	protein_coding	wu:fa56d06	wu:fa56d06 [Source:ZFIN;Acc:ZDB-GENE-030131-9298]	1580	2117	1915	1144	2060	2222	1223	711	1234	1775	1417	1184	1784.1584204697947	1726.1892508030721	1836.355319467239	1449.0422037182245	1739.4091970242034	1645.8671766897344	1232.7840460283824	511.16993058503033	1766.2695742392827	1842.0702902863509	1474.1294758736576	1404.4573675657057	0.35871588395115817
ENSDARG00000045015	0.25476538478782895	0.9026419598653808	0.6585528510684256	11	329687	339847	1	protein_coding	cyp27b1	cytochrome P450, family 27, subfamily B, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-111005-2]	131	400	352	134	352	271	363	57	191	304	161	251	147.92705891236906	326.1576288716244	337.5441631605578	169.7304679180438	297.21943560801924	200.7335755548686	365.90401366173575	40.97986785280834	273.38532307917586	315.48696802650744	167.4910695946781	297.73547234712174	0.35810449640518516
ENSDARG00000103295	0.39250302519069014	0.9468646183653648	-0.3525486214275207	1	59338175	59348118	-1	protein_coding	cyp3a65	cytochrome P450, family 3, subfamily A, polypeptide 65 [Source:ZFIN;Acc:ZDB-GENE-050604-1]	6631	8666	5963	4194	6587	10294	4830	2276	5975	4452	3463	2658	7487.819295022284	7066.2050295037425	5718.113195813654	5312.3103167781765	5561.887563494382	7624.913013881244	4868.64018178012	1636.3189339121363	8552.237201037045	4620.223623861879	3602.618472089256	3152.911894416931	0.35800849845263377
ENSDARG00000090901	0.27700383245336757	0.9128793486681703	1.0942140289790128	3	58197025	58205045	-1	protein_coding	si:ch211-256e16.11	si:ch211-256e16.11 [Source:ZFIN;Acc:ZDB-GENE-131127-41]	120	180	289	114	380	34	124	381	235	18	166	17	135.50570282049074	146.770932992231	277.1314294130716	144.39756225863428	320.86189071320257	25.184286231976134	124.99200466681881	273.9180640687715	336.36414096128965	18.68014942262215	172.69265560693518	20.16535071673733	0.3575412972831584
ENSDARG00000097275	0.7281063771508964	0.9891930664321701	1.0446859606576866	25	10843985	10857650	1	protein_coding	si:ch211-147g22.4	si:ch211-147g22.4 [Source:ZFIN;Acc:ZDB-GENE-131121-226]	29	0	39	0	0	71	94	56	0	0	0	1	32.74721151495193	0	37.39835898653907	0	0	52.59071536677369	94.75200353774974	40.26092280275907	0	0	0	1.186197100984549	0.35734336986679494
ENSDARG00000030915	0.6438183679152059	0.9814140807136631	0.345988240976717	25	18448186	18454016	-1	protein_coding	cpa1	carboxypeptidase A1 (pancreatic) [Source:ZFIN;Acc:ZDB-GENE-050522-438]	637	134	453	160	261	93	390	107	97	190	107	153	719.3094391387716	109.26280567199417	434.3963236128769	202.66324527527615	220.38145651617333	68.88642998746413	393.12001467789787	76.9271203552718	138.83966669466	197.17935501656714	111.31394066230159	181.48815645063596	0.35552030129239787
ENSDARG00000042641	0.8559154233419431	0.994929370663088	-0.10579200603593805	19	598657	617246	-1	protein_coding	cyp51	cytochrome P450, family 51 [Source:NCBI gene;Acc:414331]	2513	2089	2334	1748	1773	427	1183	985	176	538	309	257	2837.71525989911	1703.3582167820584	2238.1479455021076	2214.095954632392	1497.074032196074	316.28500650158264	1192.464044522957	708.1608742985301	251.91527152845524	558.3289105205954	321.4580155574878	304.85265495302906	0.3546597767207214
ENSDARG00000078757	0.34431882107871825	0.9365735264674261	0.6148205953849898	15	21157585	21165237	-1	protein_coding	si:ch211-212c13.8	si:ch211-212c13.8 [Source:ZFIN;Acc:ZDB-GENE-131118-28]	94	38	132	75	37	147	232	118	59	52	43	38	106.14613387605108	30.98497474280432	126.57906118520917	94.9983962227857	31.241815674706565	108.88500223824975	233.85600873146745	84.83551590581375	84.44886943283443	53.96487610979732	44.73363970541092	45.07548983741285	0.35393087058166905
ENSDARG00000076321	0.3235554131251964	0.9296658879885922	-0.6590266156106103	9	48297412	48371379	-1	protein_coding	col28a2a	collagen, type XXVIII, alpha 2a [Source:ZFIN;Acc:ZDB-GENE-030131-4444]	78	463	79	357	507	472	97	1051	294	653	462	304	88.07870683331898	377.5274554189053	75.75565025478427	452.19236602045993	428.09731208314133	349.61715004390396	97.77600365065665	755.6112476017818	420.8130103941241	677.6743096095702	480.6265475325545	360.6039186993028	0.3538113272909049
ENSDARG00000079305	0.43115151852030953	0.9564972093562935	0.38556132864442755	3	55146418	55147788	-1	protein_coding	hbae3	hemoglobin alpha embryonic-3 [Source:ZFIN;Acc:ZDB-GENE-990706-3]	2573	11342	7462	7448	13562	4275	5601	7993	7039	9979	8129	7517	2905.4681113093557	9248.19956665491	7155.552686091142	9433.974067564106	11451.392004874877	3166.5536365205285	5645.808210797195	5746.527785043808	10075.179524368163	10356.067282685914	8456.738538727566	8916.643608100852	0.353662906911179
ENSDARG00000098063	0.5734612979674617	0.9794686506028475	0.41370938261185863	15	44618623	44637492	-1	protein_coding	alp3	alkaline phosphatase 3 [Source:ZFIN;Acc:ZDB-GENE-120919-1]	29	193	64	25	178	58	53	39	31	124	70	61	32.74721151495193	157.37105593055878	61.371666029192326	31.6661320742619	150.298464597237	42.96142945454752	53.42400199468869	28.038856951921495	44.37143987148928	128.68547380028593	72.82220417159917	72.35802316005747	0.3520860777963376
ENSDARG00000101621	0.6498893438410512	0.9814140807136631	0.4814466861645702	KN150636.1	2551	13087	1	protein_coding	CABZ01040054.1	CD59B glycoprotein-like [Source:NCBI gene;Acc:100535643]	125	53	114	55	90	73	136	119	59	2	4	72	141.15177377134452	43.21588582549023	109.31828011449882	69.66549056337618	75.99360569523219	54.072143968654636	137.08800511844643	85.55446095586302	84.44886943283443	2.0755721580691278	4.161268809805667	85.40619127088752	0.3508560410577156
ENSDARG00000056587	0.1004848889984532	0.7382367023847077	0.9594888333321242	7	27455321	27697234	1	protein_coding	cyp2r1	cytochrome P450, family 2, subfamily R, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-110114-1]	39	185	103	57	279	139	205	56	204	137	105	198	44.03935341665949	150.8479033531263	98.77002501573139	72.19878112931714	235.58017765521979	102.95928783072596	206.6400077153053	40.26092280275907	291.9927010898004	142.17669282773525	109.23330625739875	234.86702599494066	0.3493718474125439
ENSDARG00000039269	0.37455142052361123	0.9449431433237583	0.27596031578586244	13	33024547	33034374	1	protein_coding	arg2	arginase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-1334]	754	1402	1130	630	1523	1268	1012	590	866	1161	1426	1029	851.4274993887501	1143.1824891950437	1083.593478327927	797.9865282714	1285.9806830426514	939.2257335925217	1020.0960380872632	424.17757952906874	1239.5376428616037	1204.8696377591286	1483.4923306957203	1220.5968169131006	0.34741537839427333
ENSDARG00000012366	0.7901159749618287	0.9907172060038703	-0.12479357519174061	5	44814064	44829719	-1	protein_coding	fbp2	fructose-1,6-bisphosphatase 2 [Source:ZFIN;Acc:ZDB-GENE-040822-23]	956	436	686	624	596	456	596	863	491	445	269	335	1079.5287658032428	355.5118154700706	657.8275452504053	790.386656573577	503.2465443817598	337.76572122885636	600.7680224308389	620.4495781925192	702.7863540935882	461.8148051703809	279.84532745943113	397.37602882982384	0.3462996300758316
ENSDARG00000033539	0.8319370101831303	0.9929008011539245	-0.10265749734462133	20	25618114	25631256	-1	protein_coding	paics	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase [Source:ZFIN;Acc:ZDB-GENE-030131-9762]	3040	3041	2913	1511	2940	6770	3665	9570	3911	2461	2987	1775	3432.811138119099	2479.6133734965247	2793.369736609957	1913.9010225683892	2482.4577860442514	5014.635817367012	3694.3201379346046	6880.304128971506	5597.958107657889	2553.991540504062	3107.427483722382	2105.499854247574	0.3458308469827193
ENSDARG00000079946	0.8860114781632493	0.9951482764480201	-0.10156599846142729	16	43401005	43413293	1	protein_coding	sqlea	squalene epoxidase a [Source:ZFIN;Acc:ZDB-GENE-071004-98]	1005	809	933	609	675	94	374	272	46	142	68	37	1134.86026112161	659.6538043928604	894.6838188318193	771.3869773290199	569.9520427142414	69.62714428840461	376.9920140757277	195.5530536134012	65.8414914222099	147.36562322290808	70.74156976669634	43.8892927364283	0.3453730897917684
ENSDARG00000042993	0.18250210931675737	0.8514563628477425	0.5444993875503054	16	25080764	25085327	-1	protein_coding	prss1	serine protease 1 [Source:ZFIN;Acc:ZDB-GENE-010131-7]	26463	12853	27751	15731	24325	10960	27456	19640	13298	15021	11655	17661	29882.395114488718	10480.26000971747	26611.329749626813	19925.596946408557	20539.382872628034	8118.228738307601	27675.64903332401	14120.080782967645	19033.916368098853	15588.584693178183	12124.896994571262	20949.427000488115	0.3370319022444437
ENSDARG00000099525	0.600642419821692	0.9810175590418267	-0.29949754239176396	12	3220285	3237561	-1	protein_coding	si:ch1073-13h15.3	si:ch1073-13h15.3 [Source:ZFIN;Acc:ZDB-GENE-121214-245]	909	1080	872	295	728	1465	596	1356	353	159	263	273	1026.4556988652173	880.6255979533859	836.1889496477454	373.6603584762904	614.703832734767	1085.1464508777951	600.7680224308389	974.8894878668088	505.26187982695853	165.00798656649565	273.6034242447226	323.8318085687818	0.33686332151376264
ENSDARG00000103687	0.2693799144997162	0.9106458495313724	0.5034933788535166	21	25226558	25227191	1	protein_coding	sycn.2	syncollin, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-141212-321]	1655	750	1664	1082	1377	586	1781	960	520	851	650	834	1868.8494847326015	611.5455541342958	1595.6633167590005	1370.510196174055	1162.7021671370524	434.05858035111805	1795.248067029067	690.1872480472983	744.2951204249814	883.1559532584139	676.2061815934209	989.2883822211137	0.33634849824341745
ENSDARG00000100792	0.7250150367953616	0.9891930664321701	-0.17366765448998045	1	50794669	50838160	-1	protein_coding	zgc:154142	zgc:154142 [Source:ZFIN;Acc:ZDB-GENE-070615-2]	1055	1460	940	530	915	1104	893	131	374	443	488	214	1191.3209706301477	1190.4753453814292	901.3963448037623	671.3219999743523	772.6016579015272	817.7485882382839	900.1440336086226	94.18180155645425	535.3199519979675	459.7392330123118	507.6747947962914	253.84617961069344	0.33270257723933555
ENSDARG00000103025	0.9711852027129455	0.9996423125955867	-0.018961538092371732	10	6010570	6034397	1	protein_coding	hmgcs1	3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble) [Source:ZFIN;Acc:ZDB-GENE-040426-1042]	4234	3423	4177	3133	3235	958	2311	1697	440	900	721	536	4781.092881182982	2791.0939090689258	4005.4601406865054	3968.3996715465014	2731.5479380452903	709.6043003009746	2329.488086975954	1220.0497499336097	629.7881788211381	934.0074711311075	750.0687029674715	635.8016461277182	0.3310718426428298
ENSDARG00000025311	0.7153551031336796	0.9891930664321701	-0.2081048785087112	17	21833719	21859164	-1	protein_coding	cuzd1.2	CUB and zona pellucida-like domains 1, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-131119-30]	164	164	100	111	230	104	57	39	108	127	201	117	185.191127188004	133.724627837366	95.893228170613	140.59762640972284	194.20588122114893	77.03428729780936	57.45600214523123	28.038856951921495	154.58437116518846	131.79883203738962	209.10375769273477	138.7850608151922	0.3260239477417758
ENSDARG00000103277	0.05204563308062509	0.5961251652130845	-1.5678795996283543	6	55852274	55864687	-1	protein_coding	cyp24a1	cytochrome P450, family 24, subfamily A, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-060825-1]	358	64	118	79	44	250	37	204	126	60	45	38	404.2586800811307	52.185220619459905	113.15400924132335	100.0649773546676	37.152429451002405	185.17857523511861	37.29600139251852	146.66479021005088	180.3484330260532	62.26716474207383	46.814274110313754	45.07548983741285	0.3250633074837602
ENSDARG00000020239	0.33600385414638284	0.9347992734374394	-0.25755215097110146	17	30442518	30470271	1	protein_coding	lpin1	lipin 1 [Source:ZFIN;Acc:ZDB-GENE-080722-2]	1872	3614	2610	2424	3603	6182	2411	3585	3819	3916	4200	4506	2113.8889639996555	2946.8341768551268	2502.8132552529996	3070.348165920434	3042.2773479991283	4579.095808414014	2430.2880907395174	2577.4180044266295	5466.275124813469	4063.970285499352	4369.33225029595	5345.004137036377	0.3236279226146845
ENSDARG00000060316	0.8473858150612632	0.9936584436886651	0.07984909343913757	6	41503854	41506749	1	protein_coding	cish	cytokine inducible SH2-containing protein [Source:ZFIN;Acc:ZDB-GENE-050907-1]	165	480	224	219	471	420	310	263	404	327	194	375	186.32034137817476	391.3891546459493	214.80083110217313	277.3953169705342	397.6998698050484	311.1000063949993	312.48001166704705	189.08254816295778	578.2600550994086	339.3560478443024	201.82153727557485	444.8239128692058	0.32331870171660415
ENSDARG00000100635	0.23459454286802195	0.8910232878133896	0.4069614325711506	11	23993298	24000171	1	protein_coding	chia.1	chitinase, acidic.1 [Source:ZFIN;Acc:ZDB-GENE-040426-1994]	1704	2479	2042	966	3393	1975	1758	703	1011	1322	1219	1471	1924.1809800509684	2021.3619049318922	1958.1397192439176	1223.5793433494798	2864.9589347102533	1462.9107443574371	1772.0640661634475	505.41837018463616	1447.0814745185696	1371.9531964836935	1268.146669788277	1744.8959355482712	0.32300045878417094
ENSDARG00000087359	2.920130594691352e-4	0.021440630150804642	1.7512612288230207	1	56229674	56266731	1	protein_coding	c3a.2	complement component c3a, duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-990415-36]	1262	1028	3163	258	3485	1819	3937	2472	2727	1627	1501	2173	1425.0683079954943	838.2251062000747	3033.102807036489	326.7944830063828	2942.641287198713	1347.3593134107232	3968.496148171497	1777.232163721793	3903.255371921008	1688.4779505892354	1561.5161208795766	2577.6063004394246	0.32266561689844664
ENSDARG00000024503	0.1557886493278631	0.828611367477055	0.8757036372360615	7	38642114	38644560	-1	protein_coding	c6ast3	six-cysteine containing astacin protease 3 [Source:ZFIN;Acc:ZDB-GENE-050320-99]	180	52	213	66	109	64	219	69	49	65	33	87	203.2585542307361	42.40049175331117	204.2525760034057	83.59858867605142	92.03670023089231	47.40571526019037	220.7520082422042	49.607208453399565	70.13550173235402	67.45609513724665	34.33046768089675	103.19914778565574	0.3225569486356021
ENSDARG00000045414	0.8141810587341745	0.9907320907615966	-0.1316391789912774	24	8861272	8887825	-1	protein_coding	elovl2	ELOVL fatty acid elongase 2 [Source:ZFIN;Acc:ZDB-GENE-060421-5612]	1116	719	752	630	494	411	873	377	167	192	407	90	1260.2030362305638	586.2683378967449	721.1170758430098	797.9865282714	417.12045792716333	304.43357768653505	879.9840328559098	271.04228386857443	239.03324059802287	199.25492717463626	423.4091013977266	106.75773908860938	0.3165996867290464
ENSDARG00000016391	0.2362772295535771	0.8915012495937069	0.6130252723127348	11	2111582	2131280	-1	protein_coding	calcoco1b	calcium binding and coiled-coil domain 1b [Source:ZFIN;Acc:ZDB-GENE-031118-126]	47	269	143	101	476	273	152	257	227	190	311	203	53.07306693802554	219.3410054161674	137.1273162839766	127.93117358001808	401.9217367881169	202.21500415674953	153.2160057206166	184.76887786266215	324.9134468009054	197.17935501656714	323.5386499623906	240.7980114998634	0.3152452780289467
ENSDARG00000068194	0.11158177332033276	0.7575677681894798	-0.5001289111231254	5	26075230	26078165	1	protein_coding	klf9	Kruppel-like factor 9 [Source:ZFIN;Acc:ZDB-GENE-060526-244]	815	2172	1057	869	1228	2402	898	1545	1870	1153	1190	2031	920.3095649891662	1771.0359247729207	1013.5914217633795	1100.7147509013437	1036.8905310416126	1779.1957508590199	905.1840337968008	1110.7701023261207	2676.599759989837	1196.5673491268522	1237.9774709171859	2409.1663120996186	0.31307010420297443
ENSDARG00000088079	0.7784538328528646	0.9899715322285626	0.20411050579586246	25	37285737	37288184	1	protein_coding	tmed6	transmembrane p24 trafficking protein 6 [Source:ZFIN;Acc:ZDB-GENE-131121-182]	145	38	85	79	88	25	113	129	51	39	40	109	163.73605757475963	30.98497474280432	81.50924394502105	100.0649773546676	74.30485890200481	18.517857523511864	113.90400425282682	92.74391145635572	72.9981752724501	40.47365708234799	41.61268809805667	129.29548400731582	0.3118098213939892
