Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_9 count	srpk3_wt_ttnb_het_3 count	srpk3_hom_ttnb_wt_4 count	srpk3_wt_ttnb_wt_2 count	srpk3_hom_ttnb_wt_8 count	srpk3_hom_ttnb_wt_6 count	srpk3_wt_ttnb_het_9 count	srpk3_hom_ttnb_het_2 count	srpk3_wt_ttnb_wt_6 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_7 count	srpk3_wt_ttnb_wt_4 count	srpk3_hom_ttnb_het_8 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_1 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_7 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count
ENSDARG00000004877	1.2614821109142924e-7	3.871472630267977e-5	0.3290149034550013	20	33601046	33705044	-1	protein_coding	rock2b	rho-associated, coiled-coil containing protein kinase 2b [Source:ZFIN;Acc:ZDB-GENE-060125-2]	347	422	473	270	445	290	363	688	539	575	517	463	476	626	286	425	368	435	417	385	432	415	410	372.3315115289682	326.94928008696485	431.4178388402182	400.37959796744576	484.35084344199566	349.4707078786823	461.06321065266457	496.35868596011517	399.6315652932001	461.3550544336926	364.06012088474205	444.19228071548144	454.7703094734311	427.79565993100283	389.54110466158664	418.9176712540009	439.94071773542953	420.1641127876395	448.3844653673466	504.4618218722543	433.4173278206939	410.60345230464276	463.0794055932975
ENSDARG00000014248	1.3080902234628673e-7	3.9643309334821524e-5	0.7441376907602807	14	29782508	29800107	-1	protein_coding	pdlim3b	PDZ and LIM domain 3b [Source:ZFIN;Acc:ZDB-GENE-060130-104]	91	130	186	66	147	107	181	310	156	220	159	150	182	231	120	91	76	139	107	152	144	139	114	97.64313414736628	100.71897253863847	169.64845248262282	97.87056839204229	159.99904266510868	128.942640493169	229.89653203342226	223.649989313424	115.66331017762377	176.51845560941283	111.96433118118759	143.9067864089033	173.88276538690013	157.86069879243075	163.44382013772866	89.69766608026842	90.85732214101262	134.25933718961355	115.05308823574602	199.16414785605883	144.47244260689797	137.52742137432614	128.75866399423393
ENSDARG00000060498	1.9691857078330088e-7	5.8941861094334946e-5	1.1171041394969459	23	30006206	30010042	1	protein_coding	tnfrsf9a	tumor necrosis factor receptor superfamily, member 9a [Source:ZFIN;Acc:ZDB-GENE-060421-8213]	26	36	107	56	87	25	96	137	78	102	50	91	74	48	33	44	38	46	49	72	66	71	74	27.898038327818938	27.891407779930653	97.5934646002185	83.04169439324801	94.69331096506433	30.126785161955368	121.9340722387212	98.83886624496479	57.831655088811885	81.84037487345503	35.20890917647409	87.30345042140132	70.69958592654181	32.802223125699896	44.947050537875384	43.37030008276715	45.42866107050631	44.431147559152684	52.687862836930414	94.34091214234365	66.21653619482824	70.24781955091478	83.58018539976588
ENSDARG00000106522	2.2198239972836432e-7	6.563369855383163e-5	1.6630240451819875	8	5844174	5850472	-1	protein_coding	LRRTM4	leucine rich repeat transmembrane neuronal 4 [Source:HGNC Symbol;Acc:HGNC:19411]	8	9	23	3	30	10	29	40	5	17	16	14	31	20	16	15	8	15	8	12	29	15	18	8.584011793175058	6.972851944982663	20.97803444677594	4.448662199638286	32.65286585002218	12.050714064782147	36.83425098878036	28.858063137216	3.7071573774879414	13.640062478909172	11.266850936471707	13.431300064830973	29.61739410436211	13.667592969041625	21.792509351697156	14.78532957367062	9.563928646422381	14.488417682332397	8.602100055009048	15.723485357057276	29.095144691666952	14.841088637517208	20.33031536751062
ENSDARG00000054373	2.384039669791369e-7	6.963980939047198e-5	-4.820578813068413	8	13572531	13574764	-1	protein_coding	b3gnt3.2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, tendem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-081104-528]	3	15	0	1	0	2	0	0	5	0	8	0	0	14	2	6	10	13	4	2	2	0	0	3.219004422440647	11.621419908304437	0	1.4828873998794287	0	2.4101428129564297	0	0	3.7071573774879414	0	5.6334254682358536	0	0	9.567315078329138	2.7240636689621445	5.914131829468248	11.954910808027977	12.556628658021411	4.301050027504524	2.6205808928428795	2.006561702873583	0	0
ENSDARG00000075015	2.5288324135752904e-7	7.298993079420586e-5	-0.4561475831160961	3	53476155	53486169	-1	protein_coding	soul5	heme-binding protein soul5 [Source:ZFIN;Acc:ZDB-GENE-110718-2]	740	920	532	404	479	533	350	710	933	684	1034	511	570	689	416	666	633	613	615	405	535	481	404	794.0210908686929	712.7804210426722	485.23105763846957	599.0865095512892	521.3574247386875	642.3030596528885	444.5513050370044	512.230620685584	691.7555666392499	548.8119256219926	728.1202417694841	490.2424523663305	544.5778915963356	470.84857778348396	566.605243144126	656.4686330709756	756.7458541481709	592.0933359513173	661.2864417288206	530.6676308006831	536.7552555186835	475.9042423097185	456.30263380412725
ENSDARG00000044975	3.5487922284312404e-7	1.012240795039005e-4	-0.43098380135266956	11	11468566	11471857	-1	protein_coding	krt94	keratin 94 [Source:ZFIN;Acc:ZDB-GENE-061027-116]	1690	2505	1194	1110	982	1443	1093	2044	2275	1717	2045	1227	1365	2318	1067	1633	1335	1678	1636	1234	1562	1216	1116	1813.372491308231	1940.777124686841	1089.0336143239335	1646.0050138661659	1068.8371421573927	1738.918039548064	1388.2702183012736	1474.6470263117376	1686.7566067570133	1377.6463103698263	1440.04438531779	1177.1575128248287	1304.120740401751	1584.0740251119244	1453.287967391304	1609.6295462536082	1595.9805928717349	1620.7709913969175	1759.1294612493502	1616.8984108840566	1567.1246899442683	1203.1175855480617	1260.4795527856586
ENSDARG00000058799	3.59853204687621e-7	1.0144931334478339e-4	0.3923397717983596	23	6077503	6126003	1	protein_coding	mybpha	myosin binding protein Ha [Source:ZFIN;Acc:ZDB-GENE-040426-1531]	577	810	861	444	754	516	569	1062	711	1055	711	869	675	940	544	565	603	653	672	512	696	700	571	619.1218505827511	627.5566750484396	785.3081590727862	658.4020055464663	820.6753616972242	621.8168457427588	722.7134073315872	766.1815762930847	527.1577790787852	846.4862303087751	500.6706884894615	833.6999825955796	644.8948716272395	642.3768695449563	740.9453179577033	556.91408060826	720.881121724087	630.729116437537	722.5764046207601	670.8687085677772	698.2834726000069	692.5841364174697	644.9227819360314
ENSDARG00000095434	3.829385433143001e-7	1.0671660899603685e-4	1.173735987961084	1	52392511	52396264	1	protein_coding	si:ch211-217k17.8	si:ch211-217k17.8 [Source:ZFIN;Acc:ZDB-GENE-031010-46]	54	62	160	76	125	31	86	205	92	187	84	149	174	86	122	34	52	100	92	79	83	85	149	57.942079603931646	48.03520228765834	145.93415267322393	112.69944239083658	136.05360770842574	37.35721360082466	109.23260638052108	147.897573578232	68.21169574577812	150.04068726800088	59.15096741647646	142.9474078328439	166.23956690835507	58.77064976687899	166.1678838066908	33.51341370032007	62.16553620174548	96.58945121554932	98.92415063260405	103.51294526729374	83.2723106692537	84.09950227926419	168.28983276439348
ENSDARG00000101936	5.484294017245872e-7	1.510985323274161e-4	-0.2900641510782929	15	33966739	33978714	1	protein_coding	tmem106ba	transmembrane protein 106Ba [Source:ZFIN;Acc:ZDB-GENE-040426-1336]	760	1121	728	655	672	739	558	1034	1060	897	1334	683	830	1118	551	798	695	800	742	589	816	710	609	815.4811203516306	868.5074478139517	664.0003946631689	971.2912469210257	731.4241950404969	890.5477693874008	708.741794887567	745.9809320970336	785.9173640274436	719.7138849165605	939.3736968283285	655.2555674485395	792.9818421490501	764.0184469694268	750.4795407990707	786.579533319277	830.8663011579443	772.7156097243945	797.8447801020892	771.761072942228	818.6771747724218	702.4781955091479	687.842336600776
ENSDARG00000076308	6.978491325173677e-7	1.8830113091376977e-4	-0.47176544064869025	16	26816753	26820634	-1	protein_coding	pdp1	pyruvate dehyrogenase phosphatase catalytic subunit 1 [Source:ZFIN;Acc:ZDB-GENE-060810-70]	223	317	184	154	159	231	138	240	278	191	345	160	225	412	142	236	188	212	197	134	169	161	173	239.27932873475476	245.5993407288338	167.82427557420752	228.36465958143202	173.06018900511756	278.3714948964676	175.28022884316172	173.14837882329599	206.11795018832953	153.2501137336266	242.94147331767118	153.50057216949682	214.9649572090798	281.5524151622575	193.40852049631226	232.62251862575107	224.75232319092595	204.76963657696453	211.8267138545978	175.57891982047292	169.55446389281775	159.29435137601803	195.3969199210743
ENSDARG00000062662	6.989936804388236e-7	1.8830113091376977e-4	0.6869189662455002	23	13814978	13822642	1	protein_coding	lmod3	leiomodin 3 (fetal) [Source:NCBI gene;Acc:100149390]	145	321	348	130	288	176	237	377	241	489	239	348	252	200	244	162	139	205	227	203	277	287	176	155.58521375129794	248.69838603771498	317.406782064262	192.7753619843257	313.46751216021295	212.0925675401658	301.024740839343	271.9872450682608	178.68498559491877	392.3523854227403	168.29858586354612	333.86374446865557	240.7607520741694	136.67592969041624	332.3357676133816	159.6815593956427	166.17326023158887	198.00837499187608	244.08458906088174	265.98896062355226	277.90879584799126	283.95949593116256	198.7853058156594
ENSDARG00000055252	7.384535237885185e-7	1.967451174093696e-4	0.9552406012618575	17	33433566	33441020	1	protein_coding	snap23.2	synaptosome associated protein 23.2 [Source:ZFIN;Acc:ZDB-GENE-051030-75]	31	51	73	31	114	32	81	94	77	95	55	82	65	46	77	53	56	55	43	51	106	103	110	33.26304569855335	39.51282768823509	66.58245715715842	45.96950939626229	124.0808902300843	38.562285007302876	102.88187345142101	67.8164483724576	57.09022361331429	76.22387855861008	38.729800094121494	78.66904323686713	62.100987638178616	31.435463828795736	104.87645125504255	52.24149782696952	66.94750052495667	53.12419816855212	46.23628779567363	66.82481276749343	106.3477702522999	101.90880864428483	124.24081613478712
ENSDARG00000056090	7.769049606317473e-7	2.0277090177433973e-4	-0.24734844792144522	8	27807266	27827660	1	protein_coding	capza1b	capping actin protein of muscle Z-line subunit alpha 1b [Source:ZFIN;Acc:ZDB-GENE-031002-24]	3079	4614	3225	2402	2607	3254	2276	4236	4654	3777	4383	3058	2960	5192	2421	3422	3071	4095	3221	2403	2863	3272	2733	3303.7715388982506	3574.748763794445	2941.4852648196697	3561.8955345103877	2837.5340423669277	3921.3023566801107	2890.8536293263487	3056.0688862311745	3450.622086965776	3030.5009401670554	3086.412978409718	2933.779685589508	2827.9834370616722	3548.107134763206	3297.4790712786757	3373.0265200733907	3671.3531091453915	3955.3380272767445	3463.420534648018	3148.6279427507197	2872.393077663534	3237.336134797087	3086.819549967029
ENSDARG00000078552	7.830519227362215e-7	2.0277090177433973e-4	0.7662820956429787	17	26965351	26977183	1	protein_coding	grhl3	grainyhead-like transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9854]	95	157	222	90	193	82	185	222	223	359	188	211	214	137	197	113	145	183	145	159	199	191	218	101.93514004395382	121.63752837358645	202.48363683409818	133.45986598914857	210.06677030180936	98.81585533121361	234.97711837670232	160.1622504115488	165.33921903596217	288.04602528990546	132.38549850354255	202.42887954852392	204.45555930108037	93.62301183793512	268.32027139277125	111.382816121652	173.34620671640567	176.75869572445524	155.913063497039	208.3361809810089	199.6528894359215	188.97652865105246	246.22270833985087
ENSDARG00000021789	7.861606420617833e-7	2.0277090177433973e-4	-0.4292067614977617	20	15015557	15021628	1	protein_coding	myoc	myocilin [Source:ZFIN;Acc:ZDB-GENE-050425-2]	689	956	560	590	500	627	386	920	878	657	1138	577	681	1235	460	643	629	805	610	394	642	647	583	739.2980156872019	740.6718288226028	510.7695343562837	874.9035659288629	544.214430833703	755.5797718618406	490.27658212652483	663.735452155968	650.9768354868825	527.1482969790192	801.3547728565502	553.5614383862479	650.6272704861483	843.9738658383203	626.5346438612931	633.7977943913472	751.9638898249598	777.5450822851719	655.9101291944398	516.2544358900473	644.1063066224201	640.1456232315757	658.4763255143718
ENSDARG00000055365	8.330016409915083e-7	2.1259078721935914e-4	1.0826884884537218	20	26543683	26551233	-1	protein_coding	si:dkey-25e12.3	si:dkey-25e12.3 [Source:NCBI gene;Acc:678527]	13	37	63	26	59	21	42	89	43	84	38	45	58	28	68	27	18	43	45	36	75	55	48	13.949019163909469	28.666169107150946	57.46157261508192	38.55507239686514	64.21730283837695	25.30649953604251	53.34615660444053	64.2091904803056	31.881553446396296	67.39795577813943	26.758770974120306	43.17203592267098	55.41318896945169	19.134630156658275	92.61816474471291	26.613593232607116	21.518839454450358	41.5334640226862	48.38681280942589	47.17045607117183	75.24606385775937	54.41732500422977	54.21417431336166
ENSDARG00000075993	8.836739699160829e-7	2.2317370208974408e-4	0.718002236835826	17	5566138	5583345	-1	protein_coding	clic5a	chloride intracellular channel 5a [Source:ZFIN;Acc:ZDB-GENE-041114-84]	158	234	341	163	348	190	282	462	250	453	390	312	433	456	451	251	222	267	218	241	274	376	333	169.5342329152074	181.29415056954923	311.0221628848085	241.71064618034688	378.7732438602573	228.9635672308608	358.18133720124354	333.3106292348448	185.35786887439707	363.4675472321091	274.62949157649786	299.3261157305188	413.6881176512514	311.62111969414906	614.2763573509635	247.4078481994217	265.3990199382211	257.89383474551664	234.40722649899655	315.779997587567	274.89895329368085	372.016621847098	376.1108342989465
ENSDARG00000103435	9.258802627820623e-7	2.3142233990877426e-4	0.44665461168051707	13	23132666	23226460	1	protein_coding	sorbs1	sorbin and SH3 domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-090313-168]	910	1705	1527	870	1678	960	1552	2409	1420	1925	1748	1392	1435	1847	1070	1133	995	1181	942	972	1358	1342	1330	976.4313414736629	1320.9680629106044	1392.7590695750807	1290.112037895103	1826.3836298779074	1156.8685502190863	1971.2675011926594	1737.9768524388335	1052.8326952065754	1544.5364865823622	1230.903464809534	1335.4549778746223	1370.9987270890201	1262.202210690994	1457.3740628947473	1116.785227131254	1189.5136253987837	1140.7214188556375	1012.8972814773153	1273.6023139216395	1362.455396251163	1327.7827301032062	1502.1844132660626
ENSDARG00000094792	9.784800903952876e-7	2.420739774656505e-4	0.496936978807626	6	41463785	41501766	1	protein_coding	twf2a	twinfilin actin binding protein 2 [Source:NCBI gene;Acc:100310784]	274	517	479	256	486	378	481	741	390	656	585	472	608	538	293	349	315	449	381	335	490	497	408	294.0024039162457	400.55160617289295	436.89036956546414	379.61917436913376	528.9764267703594	455.5169916487652	610.9405077794261	534.5956196169263	289.1582754440594	526.3459403626127	411.9442373647468	452.82668790001566	580.8830843694246	367.6582508672197	399.07532750295417	344.0053347474031	376.57969045288127	433.6866359578164	409.6750151198059	438.9472995511823	491.6076172040278	491.7347368564035	460.82048166357407
ENSDARG00000055504	1.1101559672098257e-6	2.7187607500002247e-4	0.5134580990165449	7	19482084	19491627	1	protein_coding	si:ch211-212k18.7	si:ch211-212k18.7 [Source:ZFIN;Acc:ZDB-GENE-030131-1312]	1008	1193	1768	966	1604	753	1090	1936	1619	2139	1426	1722	1451	1824	1336	948	1079	1290	1313	1035	1622	1491	1534	1081.5854859400574	924.290263373813	1612.5723870391244	1432.469228283528	1745.8398941145192	907.4187690780957	1384.4597785438136	1396.7302558412543	1200.3775588305955	1716.2408024933363	1004.1580897130409	1652.0499079742096	1386.2851240461102	1246.4844787765962	1819.6745308667125	934.4328290559831	1289.9348761862186	1246.0039206805861	1411.81967152836	1356.1506120461902	1627.3215410304758	1475.2042105692105	1732.5946540978496
ENSDARG00000093044	1.1890924414436845e-6	2.855465071204918e-4	-0.6869853053049308	24	20909922	20915050	-1	protein_coding	si:ch211-161h7.5	si:ch211-161h7.5 [Source:ZFIN;Acc:ZDB-GENE-091204-265]	1051	1458	683	524	551	856	443	685	1109	951	1855	743	771	854	434	993	582	745	911	519	649	446	417	1127.7245493283733	1129.6020150871914	622.9564142238246	777.0329975368206	599.7243027787407	1031.541123945352	562.6749375182656	494.194331224824	822.2475063268254	763.0411422025072	1306.2505304471886	712.8182820121009	736.6132533697802	583.6062197780774	591.1218161647853	978.788817776995	695.7758090272282	719.5914115558423	979.5641437641553	680.0407416927272	651.1292725824777	441.275035488845	470.9856393473294
ENSDARG00000053113	1.1895317475425725e-6	2.855465071204918e-4	0.3305440553246535	11	11120532	11193205	1	protein_coding	ly75	lymphocyte antigen 75 [Source:ZFIN;Acc:ZDB-GENE-050309-166]	299	411	471	237	414	272	344	492	464	544	478	448	418	494	338	325	335	369	333	332	488	401	424	320.8274407699178	318.4269054875416	429.5936619318029	351.4443137714246	450.6095487303061	327.77942256207444	436.9304255220843	354.9541765877568	344.02420463088094	436.4819993250935	336.59717172709225	429.80160207459113	399.3571205039794	337.5895463353281	460.3667600546024	320.3488074295301	400.48951206893724	356.415074985377	358.0624147897516	435.01642821191797	489.60105550115424	396.7517695762934	478.8918731013613
ENSDARG00000099974	1.2465609236108697e-6	2.963026430680935e-4	0.40835455537185544	12	26023948	26064562	-1	protein_coding	ldb3b	LIM domain binding 3b [Source:ZFIN;Acc:ZDB-GENE-030131-6032]	3472	5569	5582	2698	5289	3549	4117	6283	5053	7932	5427	5256	5197	5030	4528	3755	4191	4623	4333	4448	5582	5323	4468	3725.4611182379754	4314.645831289828	5091.2777513871	4000.8302048746987	5756.700249358911	4276.798421591184	5229.1934938209915	4532.880267278203	3746.4532456893135	6364.292681335738	3821.5750020144974	5042.49379576797	4965.212811624835	3437.3996317139686	6167.280146530295	3701.2608366088784	5010.303119644525	4465.330329694844	4659.112442294276	5828.171905682564	5600.31371272017	5266.607654500273	5046.436059002081
ENSDARG00000100075	1.484892275060188e-6	3.4952634183334235e-4	-0.3999167780687015	23	45906137	45936357	1	protein_coding	abcg2a	ATP-binding cassette, sub-family G (WHITE), member 2a [Source:ZFIN;Acc:ZDB-GENE-050517-35]	1222	1774	1068	759	848	920	688	1189	1588	1309	1927	911	1093	1427	786	1082	837	931	1147	811	1040	858	738	1311.2078014074903	1374.4265944888048	974.1104690937697	1125.5115365084864	922.9876746939603	1108.6656939599577	873.8608510441686	857.8059267537456	1177.3931830901702	1050.2848108760063	1356.9513596613112	873.9938827900726	1044.251992131219	975.1827583411199	1070.5570219021226	1066.515106580774	1000.6260346319417	899.2477908167641	1233.3260953869221	1062.6455520477875	1043.4120854942632	848.9102700659844	833.5429300679355
ENSDARG00000006598	1.961272032501506e-6	4.5426520839650017e-4	0.6205953001114256	16	26530426	26537114	-1	protein_coding	sgk2b	serum/glucocorticoid regulated kinase 2b [Source:ZFIN;Acc:ZDB-GENE-060929-44]	206	416	462	229	512	273	317	777	358	604	487	473	398	500	443	310	254	411	340	261	514	583	358	221.03830367425775	322.30071212364305	421.38486584393405	339.5812145723892	557.2755771737119	328.9844939685526	402.636467704944	560.5678764404208	265.4324682281366	484.62339630947884	342.9347753788576	453.786066476075	380.24912430761674	341.6898242260406	603.3801026751149	305.56347785585945	303.65473452391063	396.98264449590766	365.58925233788455	341.98580651599576	515.6863576385108	576.8236450448355	404.34738342048905
ENSDARG00000093382	1.9673271553570847e-6	4.5426520839650017e-4	-0.6002524513605023	10	27006266	27009584	-1	protein_coding	uqcc3	ubiquinol-cytochrome c reductase complex assembly factor 3 [Source:NCBI gene;Acc:558925]	185	287	127	161	130	190	124	221	248	159	279	150	134	187	141	145	154	144	200	153	166	147	107	198.50527271717323	222.3565009122249	115.83523368437149	238.74487138058802	141.4957520167628	228.9635672308608	157.49817664168157	159.4407988331184	183.8750059234019	127.57470200862107	196.4657132047254	143.9067864089033	128.02357451562978	127.79199426053918	192.04648866183118	142.92485254548265	184.10562644363085	139.08880975039102	215.0525013752262	200.47443830248028	166.5446213385074	145.44266864766865	120.85243024020203
ENSDARG00000053803	2.3229697797965356e-6	5.313245501053491e-4	0.5536954355089737	19	43790932	43819610	-1	protein_coding	klhl43	kelch-like family member 43 [Source:ZFIN;Acc:ZDB-GENE-141212-285]	495	903	897	334	792	691	669	934	638	1393	748	901	947	775	672	636	524	568	665	718	873	932	803	531.1357297027067	699.6094784799271	818.1433434242616	495.28439155972916	862.0356584405856	832.7043418764464	849.7280659135884	673.8357742539936	473.0332813674613	1117.6827666541458	526.7252812800523	864.400097029479	904.7636198977715	529.619227550363	915.2853927712805	626.8979739236343	626.437326340666	548.6280829043201	715.049567072627	940.7885405305938	875.864183304319	922.1263073444026	906.9579577839461
ENSDARG00000038288	2.3456622883425815e-6	5.315007680454756e-4	0.5534633241979511	25	3809733	3830272	-1	protein_coding	cd151	CD151 molecule [Source:ZFIN;Acc:ZDB-GENE-041010-137]	142	204	232	124	293	162	194	349	203	309	241	206	260	274	205	166	128	140	149	185	203	197	148	152.36620932885728	158.05131075294037	211.6045213761747	183.87803758504916	318.90965646854994	195.2215678494708	246.40843764908243	251.7866008722096	150.51058952601042	247.92819446958435	169.70694223060508	197.63198666822717	248.40395055271446	187.24602367587025	279.21652606861977	163.62431394862153	153.0228583427581	135.22523170176905	160.2141135245435	242.40373258796635	203.66601284166867	194.91296410605935	167.16037079953176
ENSDARG00000088549	2.5697121178274774e-6	5.76876576821548e-4	-0.5575422709009	18	6126506	6143192	1	protein_coding	si:ch1073-390k14.1	si:ch1073-390k14.1 [Source:ZFIN;Acc:ZDB-GENE-141215-14]	150	163	85	74	90	131	84	134	193	101	224	110	124	181	58	171	120	131	112	77	77	79	69	160.95022112203233	126.28609633690823	77.52751860765021	109.73366759107772	97.95859755006654	157.86435424864612	106.69231320888106	96.6745115096736	143.09627477103453	81.0380182570486	157.7359131106039	105.53164336652907	118.46957641744844	123.69171636982671	78.99784639990219	168.55275713984506	143.45892969633573	126.5321810923696	120.42940077012666	100.89236437445086	77.25262556063295	78.1630668242573	77.93287557545739
ENSDARG00000017354	2.7066447398443693e-6	5.974204545645573e-4	0.4167981195160255	6	45874595	45905746	-1	protein_coding	epha2a	eph receptor A2 a [Source:ZFIN;Acc:ZDB-GENE-990415-63]	162	281	282	133	209	148	188	437	247	326	285	230	281	312	169	201	172	193	187	185	252	204	237	173.82623881179492	217.70793294890314	257.20894408655715	197.22402418396402	227.48163208848786	178.3505681587758	238.78755813416237	315.2743397740848	183.1335744479043	261.5682569484935	200.69078230590227	220.6570724936517	268.46734655889526	213.21445031704934	230.1833800273012	198.1234162871863	205.6244658980812	186.4176408460102	201.0740887858365	242.40373258796635	252.82677456207145	201.83880547023404	267.6824856722232
ENSDARG00000007370	2.710507321183803e-6	5.974204545645573e-4	0.5129080073140281	7	25558275	25697285	-1	protein_coding	dysf	dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive) [Source:ZFIN;Acc:ZDB-GENE-070501-1]	303	363	460	250	442	310	314	729	460	568	552	513	714	647	412	376	358	501	334	346	511	585	513	325.1194466665053	281.2383617809674	419.5606889355188	370.72184996985715	481.0855568569935	373.57213600824656	398.82602794748396	525.93820067576155	341.0584787288906	455.7385581188476	388.7063573082739	492.1612095184492	682.1554642101466	442.14663254849654	561.1571158062018	370.6189279800102	427.98580692740154	483.91315058990205	359.1376772966277	453.3604944618181	512.6765150842004	578.8024568631712	579.4139879740527
ENSDARG00000078878	2.9561332009263746e-6	6.456887338419816e-4	-1.5226049431903625	1	454315	462165	-1	protein_coding	METTL21C	si:ch73-244f7.3 [Source:ZFIN;Acc:ZDB-GENE-121214-178]	16	26	12	14	7	23	7	3	17	6	37	3	15	41	8	18	28	33	39	9	11	9	10	17.168023586350117	20.14379450772769	10.945061450491794	20.760423598312002	7.619002031671842	27.71664234899894	8.891026100740088	2.1643547352912	12.604335083459	4.814139698438531	26.054592790590824	2.8781357281780653	14.330997147271988	28.01856558653533	10.896254675848578	17.742395488404743	33.47375026247833	31.874518901131275	41.93523776816911	11.792614017792957	11.036089365804706	8.904653182510325	11.294619648617012
ENSDARG00000023217	3.074301286930374e-6	6.65503881264526e-4	0.39627323942126597	2	43159171	43196595	-1	protein_coding	crema	cAMP responsive element modulator a [Source:ZFIN;Acc:ZDB-GENE-030131-7031]	229	308	391	183	312	230	252	468	325	383	320	350	304	334	223	223	240	240	283	247	274	357	247	245.71733757963605	238.62648878385113	356.62658559519093	271.36839417793544	339.58980484023067	277.1664234899894	320.07693962664314	337.6393387054272	240.96522953671618	307.30258408365955	225.33701872943413	335.7825016207743	290.4415421847123	228.24880258299513	303.7330990892791	219.80856632856987	286.91785939267146	231.81468291731835	304.2992894459451	323.6417402660956	274.89895329368085	353.21790957290955	278.97710532084017
ENSDARG00000030494	3.1246049903069662e-6	6.704075043362159e-4	0.6242070990163162	16	42883799	42894628	-1	protein_coding	hjv	hemojuvelin BMP co-receptor [Source:ZFIN;Acc:ZDB-GENE-030131-651]	129	149	170	87	216	137	148	266	152	246	167	185	258	159	244	171	147	148	171	162	259	271	256	138.4171901649478	115.43943775582409	155.05503721530042	129.0112037895103	235.1006341201597	165.09478268751542	187.98169470136185	191.9061198624864	112.69758427563342	197.37972763597978	117.59775664942345	177.4850365709807	246.4931509330782	108.65736410388092	332.3357676133816	168.55275713984506	175.73718887801127	142.952387799013	183.8698886758184	212.26705232027322	259.84974052212897	268.1290013844776	289.1422630045955
ENSDARG00000092123	3.237230762510899e-6	6.884794722550591e-4	0.7348981836865028	8	26382604	26388090	-1	protein_coding	si:dkey-20d21.12	si:dkey-20d21.12 [Source:ZFIN;Acc:ZDB-GENE-081104-365]	56	77	103	53	98	64	59	132	67	155	64	103	113	74	90	73	81	80	73	98	113	96	74	60.08808255222541	59.65662219596278	93.9451107833879	78.59303219360972	106.66602844340579	77.12457001460575	74.93864856338074	95.2316083528128	49.67590885833842	124.36527554299539	45.06740374588683	98.81599333411359	107.96017850944898	50.57009398545401	122.5828651032965	71.95527059186368	96.83477754502661	77.27156097243945	78.49416300195756	128.4084637493011	113.37073621235744	94.98296728011013	83.58018539976588
ENSDARG00000036414	3.894596717327632e-6	8.210825861878995e-4	0.333148045349627	7	20147202	20225261	1	protein_coding	si:ch73-335l21.1	si:ch73-335l21.1 [Source:ZFIN;Acc:ZDB-GENE-130530-591]	996	1463	1472	656	1228	899	992	1659	1351	1698	1544	1387	1578	1346	1166	1184	1123	1258	1066	1040	1290	1376	1316	1068.7094682502948	1133.475821723293	1342.5942045936602	972.7741343209052	1336.5906421275747	1083.3591944239151	1259.9854131334525	1196.8881686160337	1001.6739233972418	1362.4015346581043	1087.2511153695198	1330.6580849943257	1507.620899893013	919.8290068165013	1588.12911900493	1167.0553476817342	1342.5364837415418	1215.0952962916103	1146.2298323299556	1362.7020642782973	1294.232298353461	1361.422531014912	1486.3719457579987
