Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_7 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_7 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count
ENSDARG00000019339	3.6041233547647865e-8	1.4534914615001418e-5	-0.7188898928689504	8	8699085	8704430	1	protein_coding	uxt	ubiquitously-expressed, prefoldin-like chaperone [Source:ZFIN;Acc:ZDB-GENE-040912-118]	81	110	101	97	129	90	175	157	108	210	159	196	89.37849253368925	86.27259000341535	97.68652646155732	129.309567695983	114.85289263302904	84.37156982470734	183.81064436616737	183.41536205799298	156.4126679157445	170.4544286487081	150.29662881201605	141.82671723370353
ENSDARG00000053803	5.0601161899171325e-8	1.975795011340963e-5	0.7939689393931844	19	43790932	43819610	-1	protein_coding	klhl43	kelch-like family member 43 [Source:ZFIN;Acc:ZDB-GENE-141212-285]	803	1393	932	672	897	901	665	524	334	415	568	638	886.0608580808946	1092.5247079523417	901.4241847739745	895.8353555845421	798.6282534250158	844.6531601340146	698.4804485914359	612.1633740024733	483.7206581838765	336.850418520066	536.9087117309756	461.6604367097084
ENSDARG00000058032	5.074216731215722e-8	1.975795011340963e-5	0.49806022065016853	8	14158021	14170576	1	protein_coding	tpk2	thiamin pyrophosphokinase 2 [Source:ZFIN;Acc:ZDB-GENE-060503-173]	232	433	333	227	329	301	189	174	159	284	223	279	255.99765762735686	339.60028610435313	322.0753793237484	302.61105017513546	292.9193928392756	282.17602796929896	198.51549591546075	203.275624191661	230.27420554262383	230.51932255349095	210.79338506339357	201.88599034797593
ENSDARG00000059163	5.783304077607716e-8	2.2137311743846214e-5	0.6032106154804208	12	2665081	2670156	1	protein_coding	rbp3	retinol binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-990415-132]	3878	6708	5289	2890	3962	5496	2726	2705	2291	3115	2989	4435	4279.133259822801	5261.05939766282	5115.485529259175	3852.625264344236	3527.4973690857446	5152.290530628795	2863.2446659552697	3160.118180680707	3317.976131434913	2528.40735828917	2825.387569302616	3209.1912802626284
ENSDARG00000041140	7.251138988114218e-8	2.7293287151261917e-5	-0.5093592718452797	18	20468157	20482855	1	protein_coding	ddb2	damage-specific DNA binding protein 2 [Source:NCBI gene;Acc:100004133]	199	327	224	211	269	267	324	318	244	407	312	539	219.5841977062242	256.4648811919711	216.65130621177067	281.2816369469321	239.49944277740164	250.30232381329844	340.3122787122184	371.5037269709667	353.37676825408937	330.3569164763057	294.92168672546546	390.0234723926847
ENSDARG00000036840	7.751930286619195e-8	2.8699933375902935e-5	-0.6414960352153404	11	11515778	11518469	-1	protein_coding	krt15	keratin 15 [Source:ZFIN;Acc:ZDB-GENE-040426-2931]	2918	3833	3257	3069	3038	2802	4459	4059	3121	7825	4532	6537	3219.8326075716695	3006.2076134826457	3150.148680052398	4091.248074834761	2704.8301381328856	2626.7682072092216	4683.495218449944	4741.929647091678	4520.036449676282	6351.456686553051	4283.9265520506715	4730.210462024082
ENSDARG00000088411	1.2919406615488253e-7	4.705998048454624e-5	-0.9015635047024189	6	10943188	10964083	-1	protein_coding	notum2	Danio rerio notum pectinacetylesterase 2 (notum2), mRNA. [Source:RefSeq mRNA;Acc:NM_001353872]	52	52	62	36	66	67	95	98	61	143	129	99	57.37878533026964	40.78340618343271	59.96598654075796	47.99117976345761	58.761945068061365	62.809946425059906	99.782921227348	114.48856994702746	88.34419206352234	116.07134903221551	121.93877431918283	71.63696431702373
ENSDARG00000052917	1.5160503720841877e-7	5.367634906428914e-5	-0.7704121688404859	17	45577326	45599190	1	protein_coding	si:ch211-202f3.3	si:ch211-202f3.3 [Source:ZFIN;Acc:ZDB-GENE-080917-19]	274	279	307	190	321	273	455	350	473	526	414	510	302.3420611633439	218.81866009957164	296.9283527098821	253.28678208491516	285.79673283102574	255.9270951349456	477.90767535203514	408.88774981081235	685.0295548532142	426.9477593772403	391.3383920010984	369.03890708769796
ENSDARG00000091085	1.5211150992359657e-7	5.367634906428914e-5	3.762027849327105	18	10689772	10690365	1	protein_coding	lepa	leptin a [Source:ZFIN;Acc:ZDB-GENE-081001-1]	9	9	8	13	24	19	2	0	2	0	1	1	9.93094361485436	7.058666454824892	7.737546650420382	17.330148247915247	21.36798002474959	17.81177585188266	2.100693078470484	0	2.8965308873286015	0	0.9452618164277738	0.7236057001719568
ENSDARG00000103351	1.919489657618185e-7	6.66919298886909e-5	1.3183776946136005	5	8284358	8334243	1	lincRNA	FP102192.2	NA	65	67	45	48	67	64	15	7	27	30	32	33	71.72348166283705	52.54785027480753	43.523699908614645	63.98823968461014	59.652277569092604	59.997560764236326	15.75519808852863	8.177754996216247	39.10316697893612	24.350632664101155	30.248378125688763	23.878988105674573
ENSDARG00000053554	2.1729281003404534e-7	7.435364881528605e-5	-0.726267164504512	7	30201611	30209790	1	protein_coding	wdr76	WD repeat domain 76 [Source:ZFIN;Acc:ZDB-GENE-030131-4513]	64	106	119	58	97	105	110	123	106	215	157	200	70.620043483408793	83.13540491238206	115.09600642500318	77.31912295223725	86.36225260002959	98.43349812882522	115.53811931587663	143.69483779065692	153.51613702841587	174.51286742605828	148.4061051791605	144.72114003439134
ENSDARG00000063223	2.935376324634133e-7	9.89440879336377e-5	0.8437493280056629	2	6261413	6262441	-1	protein_coding	arl14	ADP-ribosylation factor-like 14 [Source:ZFIN;Acc:ZDB-GENE-070705-288]	71	109	62	67	94	99	40	35	26	49	60	73	78.34411073940663	85.48829373065702	59.96598654075796	89.31691789310166	83.69125509693589	92.80872680717808	42.013861569409684	40.888774981081234	37.65490153527182	39.77270001803189	56.71570898566643	52.82321611255284
ENSDARG00000076182	3.077024842172065e-7	1.0219342505237341e-4	1.2051781725463375	9	41218967	41247197	1	protein_coding	stat1b	signal transducer and activator of transcription 1b [Source:ZFIN;Acc:ZDB-GENE-030616-23]	89	148	61	114	83	66	39	31	34	42	43	58	98.20599796911534	116.07584836823156	58.99879320945541	151.9720692509491	73.89759758559232	61.87248453811871	40.96351503017444	36.215772126100525	49.24102508458623	34.09088572974162	40.64625810639428	41.96913060997349
ENSDARG00000042535	4.545068462671121e-7	1.487620668999487e-4	-0.4274540671816279	20	29476852	29483514	-1	protein_coding	actc1a	actin alpha cardiac muscle 1a [Source:ZFIN;Acc:ZDB-GENE-040520-4]	2931	4369	3446	2465	3945	3596	4553	3372	2719	6871	4473	6416	3234.177303904237	3426.5904156811057	3332.9482196685794	3286.0627254700835	3512.3617165682135	3371.1129454405286	4782.227793138057	3939.3414067487406	3937.833741323234	5577.106567834635	4228.156104881433	4642.654172303274
ENSDARG00000055854	6.008368665055383e-7	1.9384713990230112e-4	0.5549282161784203	16	27345383	27369782	1	protein_coding	nr4a3	nuclear receptor subfamily 4, group A, member 3 [Source:ZFIN;Acc:ZDB-GENE-070824-4]	279	423	403	237	461	450	210	211	203	329	258	301	307.8592520604852	331.75732337676993	389.77891251492673	315.9419334427626	410.44328297539835	421.8578491235367	220.57277323940082	246.5009006002326	293.99788506385306	267.0452715496427	243.87754863836565	217.805315751759
ENSDARG00000055504	6.175062990536943e-7	1.964191867299807e-4	0.3379819661523098	7	19482084	19491627	1	protein_coding	si:ch211-212k18.7	si:ch211-212k18.7 [Source:ZFIN;Acc:ZDB-GENE-030131-1312]	1534	2139	1491	1336	1768	1722	1313	1079	966	1619	1290	1619	1692.6741672429544	1677.6097274300494	1442.0852569720987	1781.0060045549824	1574.1078618232198	1614.3093693127337	1379.1050060158727	1260.5425201310472	1399.0244185797146	1314.1224761059925	1219.3877431918283	1171.517628578398
ENSDARG00000071626	6.459446391691336e-7	2.0178867064406632e-4	-0.4067840712440937	24	17021513	17023392	-1	protein_coding	ptgdsb.2	prostaglandin D2 synthase b, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-030911-3]	692	1170	869	677	1021	1065	1167	1064	907	1449	1070	1535	763.5792201643575	917.626639127236	840.4910049019139	902.5007972183556	909.0294835528888	998.3969095923702	1225.7544112875275	1243.0187594248696	1313.5767574035208	1176.135557676086	1011.4301435777181	1110.7347497639537
ENSDARG00000026771	6.522570384793146e-7	2.0178867064406632e-4	0.8089233128019127	1	30422143	30438036	1	protein_coding	tmem41ab	transmembrane protein 41ab [Source:NCBI gene;Acc:406356]	272	663	282	249	384	416	193	159	160	264	265	208	300.1351848044873	519.988428838767	272.74851942731846	331.93899336391513	341.8876803959934	389.9841449675361	202.71688207240172	185.75186348548334	231.72247098628813	214.2855674440902	250.49438135336007	150.509985635767
ENSDARG00000077641	7.07770909338072e-7	2.160040299525813e-4	-0.6265410041404432	16	42900238	42933332	-1	protein_coding	thbs3a	thrombospondin 3a [Source:NCBI gene;Acc:252849]	194	211	192	122	218	240	318	246	179	408	353	312	214.0670068090829	165.4865135520058	185.70111961008917	162.6367758650508	194.09248522480877	224.99085286588624	334.010199476807	287.38967558131384	259.2395144159098	331.16860423177576	333.6774211990042	225.7649784536505
ENSDARG00000098405	8.080756755383488e-7	2.433277474181076e-4	0.6779940707999194	10	5954787	6004863	1	protein_coding	map3k1	mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase [Source:ZFIN;Acc:ZDB-GENE-090313-412]	139	199	170	93	168	136	94	59	66	109	125	109	153.37790694052848	156.07495827890594	164.4228663214331	123.97721438893215	149.57586017324712	127.4948166240022	98.73257468811275	68.92679211096551	95.58551928184384	88.47396534623421	118.15772705347173	78.87302131874328
ENSDARG00000041294	9.613032123113443e-7	2.856588387742026e-4	1.087269133064842	3	62161184	62169060	1	protein_coding	noxo1a	NADPH oxidase organizer 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9700]	230	393	202	190	321	288	147	112	146	94	81	131	253.79078126850033	308.2284351940203	195.37305292311464	253.28678208491516	285.79673283102574	269.9890234390635	154.40094126758058	130.84407993945996	211.4467547749879	76.29864901418362	76.56620713064969	94.79234672252633
ENSDARG00000075015	1.1334921234306143e-6	3.3245176773450644e-4	-0.4088230554542309	3	53476155	53486169	-1	protein_coding	soul5	heme-binding protein soul5 [Source:ZFIN;Acc:ZDB-GENE-110718-2]	404	684	481	416	532	511	615	633	404	852	613	933	445.789024489018	536.4586505666917	465.21999235652544	554.5647439332879	473.6568905486159	479.04302422694946	645.9631216296739	739.5027018006978	585.0992392403775	691.5579676604729	579.4454934702254	675.1241182604357
ENSDARG00000087873	1.2432662768874318e-6	3.5997340509263796e-4	-0.5802574471706765	6	43438074	43449013	-1	protein_coding	eevs	2-epi-5-epi-valiolone synthase [Source:ZFIN;Acc:ZDB-GENE-131121-365]	522	1059	669	477	1028	900	1208	912	772	1444	994	1515	575.9947296615529	830.5697528510623	647.0523386414044	635.8831318658133	915.2618110601073	843.7156982470734	1268.8186193961724	1065.4446509356026	1118.0609225088401	1172.0771188987358	939.5902455292072	1096.2626357605145
ENSDARG00000071007	1.4252110810548492e-6	4.0742996271573054e-4	0.7778807519616876	17	23434211	23446760	-1	protein_coding	pcgf5a	polycomb group ring finger 5a [Source:NCBI gene;Acc:562327]	72	86	86	54	62	73	44	37	28	45	48	51	79.44754891883488	67.44947945721563	83.1786264920191	71.98676964518641	55.20061506393644	68.43471774670707	46.21524772635065	43.225276408571595	40.55143242260042	36.52594899615173	45.37256718853315	36.903890708769794
ENSDARG00000013926	1.6491179464533861e-6	4.655459962837909e-4	0.9222804820580136	17	20653773	20666616	-1	protein_coding	slc16a9a	solute carrier family 16 member 9a [Source:ZFIN;Acc:ZDB-GENE-040426-1364]	391	371	384	448	288	304	184	217	139	190	202	254	431.4443281564506	290.97391719333723	371.40223922017833	597.2235703896947	256.4157602969951	284.9884136301226	193.26376321928453	253.51040488270365	201.3088966693378	154.2206735393073	190.94288691841032	183.79584784367702
ENSDARG00000079198	1.8063565957662488e-6	5.036389797380861e-4	0.39356625712969373	6	29410986	29469208	1	protein_coding	usp13	ubiquitin specific peptidase 13 [Source:NCBI gene;Acc:558011]	559	902	645	480	642	632	440	459	337	499	539	639	616.8219423003986	707.4352380280059	623.8396986901432	639.8823968461014	571.5934656620515	592.4759125468338	462.1524772635065	536.2270776090368	488.0654545148694	405.03218997954923	509.49611905457016	462.38404240988035
ENSDARG00000053483	2.274844821929649e-6	6.2120880045491e-4	-0.48110270070497063	6	43450221	43474757	1	protein_coding	zgc:113054	zgc:113054 [Source:ZFIN;Acc:ZDB-GENE-050320-9]	353	541	514	296	592	479	655	447	454	846	675	770	389.5136773381766	424.30428356225184	497.13737228950953	394.5941447217626	527.0768406104899	449.04424384483127	687.9769831990835	522.2080690440946	657.5125114235925	686.6878411276526	638.0517260887474	557.1763891324067
ENSDARG00000009702	2.2830468667090652e-6	6.2120880045491e-4	0.8815632817794012	7	49695904	49715154	1	protein_coding	ascl1b	si:ch211-210p4.6 [Source:NCBI gene;Acc:560440]	86	122	72	47	92	98	60	30	28	49	37	77	94.89568343083056	95.6841452765152	69.63791985378343	62.65515135784743	81.91059009487343	91.87126492023688	63.02079235411452	35.047521412355344	40.55143242260042	39.77270001803189	34.974687207827635	55.71763891324067
ENSDARG00000005749	2.3426983831046126e-6	6.298511938575543e-4	0.5890100697617732	22	31045277	31060579	-1	protein_coding	cand2	cullin-associated and neddylation-dissociated 2 (putative) [Source:ZFIN;Acc:ZDB-GENE-060503-645]	502	810	700	477	646	622	400	487	235	388	416	550	553.9259660729876	635.2799809342403	677.0353319117834	635.8831318658133	575.1547956661764	583.1012936774218	420.1386156940968	568.9380975939017	340.3423792611107	314.93484912237494	393.22891563395393	397.9831350945762
ENSDARG00000012381	2.4033666272253424e-6	6.385603754030251e-4	0.5134281841663506	15	37834594	37850969	-1	protein_coding	hsc70	heat shock cognate 70 [Source:ZFIN;Acc:ZDB-GENE-040426-1221]	3412	5477	4279	3497	3793	3530	2937	2799	1820	3047	2905	3163	3764.931068209231	4295.590685897326	4138.620264643601	4661.8098786892015	3377.0311764114663	3309.24046090241	3084.8677857339057	3269.9337477727536	2635.8431074690275	2473.2125909172073	2745.985576722683	2288.7648296438992
ENSDARG00000062350	2.7285018808447835e-6	7.165172846162626e-4	0.6419602958713507	18	20859661	20869175	-1	protein_coding	synm	synemin, intermediate filament protein [Source:ZFIN;Acc:ZDB-GENE-050419-81]	570	879	575	641	604	549	416	396	284	382	470	496	628.9597622741095	689.3964237545645	556.1361654989649	854.5096174548979	537.7608306228647	514.6665759307148	436.9441603218607	462.62728264309055	411.30738600066144	310.0647225895547	444.2730537210537	358.90842728529054
ENSDARG00000099646	2.8744051707187425e-6	7.461559353507136e-4	-3.2390008369536183	10	21660447	21820057	1	protein_coding	pcdh1g3	protocadherin 1 gamma 3 [Source:ZFIN;Acc:ZDB-GENE-050608-3]	1	1	2	0	1	11	32	36	25	15	5	24	1.1034381794282624	0.7842962727583214	1.9343866626050954	0	0.8903325010312328	10.312080756353119	33.611089255527745	42.057025694826415	36.20663609160752	12.175316332050578	4.72630908213887	17.366536804126962
ENSDARG00000062662	3.7022458631067413e-6	9.399431628852917e-4	0.6952290488892781	23	13814978	13822642	1	protein_coding	lmod3	leiomodin 3 (fetal) [Source:NCBI gene;Acc:100149390]	176	489	287	244	348	348	227	139	130	206	205	241	194.20511957937416	383.52087737881914	277.58448608383117	325.2735517301016	309.83571035886905	326.236736655535	238.42866440639995	162.38684921057975	188.2745076763591	167.20767762682794	193.77867236769364	174.3889737414416
ENSDARG00000032049	3.7041685041087033e-6	9.399431628852917e-4	0.2568013432598003	20	36419947	36617313	-1	protein_coding	enah	ENAH actin regulator [Source:ZFIN;Acc:ZDB-GENE-010323-11]	1057	1663	1232	903	1473	1221	1023	851	715	1291	1064	1352	1166.3341556556734	1304.2847015970883	1191.5821841647387	1203.7787590667283	1311.459774019006	1144.6409639551962	1074.5045096376525	994.1813573971466	1035.509792219975	1047.8888923118197	1005.7585726791514	978.3149066324855
ENSDARG00000029479	4.163987953947872e-6	0.0010448833772439862	-0.45070649754782793	8	8686130	8698607	-1	protein_coding	zgc:86609	zgc:86609 [Source:ZFIN;Acc:ZDB-GENE-050102-7]	190	365	287	199	299	276	367	255	234	497	382	483	209.65325409136983	286.2681395567873	277.58448608383117	265.2845770257796	266.2094178083386	258.73948079576917	385.4771798993338	297.9039320050204	338.8941138174464	403.40881446860914	361.0900138754096	349.50155318305514
ENSDARG00000087359	4.868872688678516e-6	0.0012083364923199517	1.4818123069654159	1	56229674	56266731	1	protein_coding	c3a.2	complement component c3a, duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-990415-36]	2173	3485	1501	2727	3163	3937	676	643	1282	746	968	1592	2397.771163897614	2733.2725105627496	1451.7571902851241	3635.331867081914	2816.1217007617897	3690.7874488874754	710.0342605230236	751.1852089381496	1856.6762987776335	605.5190655806488	915.0134383020851	1151.9802746737553
ENSDARG00000068888	5.317263613695219e-6	0.001305272624474922	0.7368191805558711	9	48270379	48281941	-1	protein_coding	klhl41a	kelch-like family member 41a [Source:NCBI gene;Acc:100148315]	163	317	183	118	186	182	107	96	68	89	137	187	179.86042324680676	248.62191846438787	176.99637962836624	157.30442255799994	165.6018451918093	170.61806342329706	112.3870796981709	112.15206851953711	98.48205016917245	72.24021023683343	129.50086885060503	135.3142659321559
ENSDARG00000062374	6.0136840798453694e-6	0.0014603552823572884	0.5336417668819595	16	13810018	13818071	-1	protein_coding	leng9	leukocyte receptor cluster (LRC) member 9 [Source:ZFIN;Acc:ZDB-GENE-061013-607]	108	160	130	97	136	153	87	63	60	128	84	124	119.17132337825232	125.48740364133141	125.7351330693312	129.309567695983	121.08522014024767	143.43166870200247	91.38014891346606	73.59979496594623	86.89592661985805	103.89603270016494	79.40199257993301	89.72710682132264
ENSDARG00000088711	6.373158764647901e-6	0.001531185292987321	-0.8337933976946167	3	28939759	28946756	1	protein_coding	lgals1l1	lectin, galactoside-binding, soluble, 1 (galectin 1)-like 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4905]	1707	2394	1379	1431	2177	2089	3084	2695	3810	3111	2261	3961	1883.5689722840439	1877.6052769834212	1333.7596038662132	1907.64939559744	1938.253854744994	1958.3578818201513	3239.2687270014862	3148.4356735432552	5517.891340360986	2525.16060726729	2137.236966943197	2866.2021783811206
ENSDARG00000097224	6.773434632129218e-6	0.001610223660336908	0.4647506830410689	25	31388899	31396479	-1	protein_coding	prr33	proline rich 33 [Source:ZFIN;Acc:ZDB-GENE-030131-5326]	2116	2895	2722	1926	2139	2081	1633	1700	1027	1762	1737	2261	2334.875187670203	2270.5377096353404	2632.7002478055347	2567.528117344982	1904.421219705807	1950.8581867246219	1715.2158985711503	1986.026213366803	1487.368610643237	1430.193825138208	1641.9197751350432	1636.0724880887942
ENSDARG00000071113	7.37231586425635e-6	0.0017297597780972388	0.5243511837479647	6	10170241	10233650	-1	protein_coding	xirp2a	xin actin binding repeat containing 2a [Source:ZFIN;Acc:ZDB-GENE-040108-7]	2214	4371	2662	1801	3630	3191	1947	1694	1684	1938	2131	2530	2443.0121292541726	3428.1590082266225	2574.668647927382	2400.8920764996433	3231.9069787433755	2991.440881229346	2045.0247118910163	1979.0167090843318	2438.8790071306826	1573.0508701009346	2014.352930807586	1830.7224214350506
ENSDARG00000112454	7.429449985628416e-6	0.0017297597780972388	0.8594144980432723	10	21913105	21955231	-1	protein_coding	FO744833.2	poly [ADP-ribose] polymerase 14 [Source:NCBI gene;Acc:562648]	265	491	207	204	270	210	122	87	99	155	179	282	292.41111754848953	385.0894699243358	200.20901957962738	271.9500186595931	240.38977527843286	196.86699625765044	128.14227778669954	101.6378120958305	143.3782789227658	125.81160209785598	169.20186514057153	204.0568074484918
ENSDARG00000058685	7.629579256357484e-6	0.001758228754342627	2.204554954270237	19	7694487	7706926	-1	protein_coding	si:dkey-204a24.11	si:dkey-204a24.11 [Source:ZFIN;Acc:ZDB-GENE-120215-129]	29	51	16	18	67	47	8	3	6	3	2	29	31.999707203419607	39.999109910674385	15.475093300840763	23.995589881728804	59.652277569092604	44.060708686236055	8.402772313881936	3.5047521412355347	8.689592661985804	2.4350632664101157	1.8905236328555477	20.984565304986745
ENSDARG00000030215	8.303340469450044e-6	0.0018941680925460586	-0.5231128140422455	19	43314700	43338280	1	protein_coding	matn1	matrilin 1 [Source:ZFIN;Acc:ZDB-GENE-050307-3]	3235	5288	3799	3319	5216	5136	5373	4996	4498	9870	5430	7164	3569.6225104504288	4147.358690346004	3674.367465618379	4424.520156525439	4643.97432537891	4814.804251329965	5643.511955310955	5836.5805658709105	6514.297965602025	8011.35814648928	5132.771663202812	5183.911236031899
ENSDARG00000038669	8.72100024428747e-6	0.001969550695169882	0.9243399472775775	2	42005217	42017282	1	protein_coding	gbp2	guanylate binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-070912-618]	60	133	80	54	71	83	27	48	34	31	45	62	66.20629076569574	104.31140427685673	77.37546650420381	71.98676964518641	63.21360757321753	77.80933661611898	28.359356559351536	56.076034259768555	49.24102508458623	25.162320419571195	42.536781739249825	44.86355341066132
ENSDARG00000101595	9.418095051396782e-6	0.002091391600211881	-2.3112111273050373	23	40185381	40194732	-1	protein_coding	tgm1l2	transglutaminase 1 like 2 [Source:ZFIN;Acc:ZDB-GENE-110408-37]	4	4	5	7	19	4	34	19	5	45	26	112	4.4137527177130496	3.1371850910332855	4.835966656512738	9.33161828733898	16.916317519593424	3.7498475477647704	35.71178233399823	22.196763561158384	7.241327218321504	36.52594899615173	24.57680722712212	81.04383841925916
ENSDARG00000039943	9.445711265569068e-6	0.002091391600211881	0.3114336376288629	16	34046733	34056443	1	protein_coding	tent5ba	terminal nucleotidyltransferase 5ba [Source:ZFIN;Acc:ZDB-GENE-061110-129]	536	813	700	481	689	627	447	491	354	640	498	663	591.4428641735486	637.6328697525153	677.0353319117834	641.2154851728642	613.4390932105194	587.7886031121278	469.5049030381532	573.6111004488824	512.6859670571624	519.4801635008247	470.7403845810314	479.75057921400736
ENSDARG00000087641	9.919487677948805e-6	0.0021749680555222892	0.5700618305695875	23	934927	969844	-1	protein_coding	cdh26.2	cadherin 26, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-100922-183]	134	148	165	118	158	132	98	96	65	107	81	133	147.86071604338716	116.07584836823156	159.58689966492037	157.30442255799994	140.6725351629348	123.74496907623742	102.93396084505372	112.15206851953711	94.13725383817955	86.85058983529413	76.56620713064969	96.23955812287025
ENSDARG00000019498	1.0965398206744435e-5	0.0023811783952030416	-0.5522690924128613	10	39264802	39283883	-1	protein_coding	cry5	cryptochrome circadian regulator 5 [Source:ZFIN;Acc:ZDB-GENE-010426-8]	160	360	279	147	271	252	324	264	200	498	361	517	176.55010870852198	282.3466581929957	269.8469394334108	195.96398403411857	241.28010777946412	236.24039550918056	340.3122787122184	308.41818842872703	289.65308873286017	404.2205022240792	341.2395157304264	374.1041469889016
ENSDARG00000043806	1.1313511799238777e-5	0.002433374766419129	-0.33930695025648133	10	25762196	25817854	-1	protein_coding	postna	periostin, osteoblast specific factor a [Source:ZFIN;Acc:ZDB-GENE-091113-23]	863	1364	968	660	1160	1151	1046	1013	847	1629	1372	1936	952.2671488465904	1069.7801160423503	936.2431447008662	879.8382956633894	1032.78570119623	1079.0186318693127	1098.6624800400632	1183.4379730238654	1226.6808307836627	1322.2393536606928	1296.8992121389058	1400.9006355329084
ENSDARG00000075612	1.3480931895301169e-5	0.002864672348652401	-0.338002782585833	13	30874153	30910016	1	protein_coding	ercc6	excision repair cross-complementation group 6 [Source:ZFIN;Acc:ZDB-GENE-070228-1]	337	485	370	217	428	390	439	401	329	569	471	575	371.8586664673244	380.38369228778583	357.86153258194264	289.2801669075084	381.0623104413677	365.6101359070651	461.10213072427126	468.46853621181646	476.47933096555494	461.8503328624519	445.2183155374815	416.07327759887517
ENSDARG00000001993	1.3587426067664211e-5	0.002864672348652401	0.7011902632569559	6	40745437	40756138	-1	protein_coding	myhb	myosin, heavy chain b [Source:ZFIN;Acc:ZDB-GENE-081124-1]	5943	7135	4622	4124	4147	3840	3251	2456	1483	4634	3381	3727	6557.733100342163	5595.953906130622	4470.367577280375	5497.656259569421	3692.2088817765225	3599.85364585418	3414.676599053772	2869.2237529581575	2147.777652954158	3761.361058848159	3195.9302013423035	2696.878444540883
ENSDARG00000040565	1.3699283282609783e-5	0.002864672348652401	0.34896173587914747	15	23643718	23647078	-1	protein_coding	ckmb	creatine kinase, muscle b [Source:ZFIN;Acc:ZDB-GENE-040426-2128]	71740	113204	93863	83213	93970	93755	63177	61065	52220	92886	69894	96936	79160.65499218354	88785.475261333	90783.66765605104	110930.2789349055	83664.54512190496	87891.73921017151	66357.74330926489	71339.2298348493	75628.42146814978	75394.42885459	66068.12939740282	70143.4421518688
ENSDARG00000010925	1.5334280812529208e-5	0.003158002202321812	-0.642479675657384	7	61817629	61845282	-1	protein_coding	HTRA3	HtrA serine peptidase 3b [Source:NCBI gene;Acc:573378]	93	120	71	56	100	82	129	117	100	185	143	128	102.6197506868284	94.11555273099856	68.67072652248089	74.65294629871184	89.03325010312328	76.87187472917779	135.49470356134623	136.68533350818583	144.82654436643008	150.16223476195714	135.17243974917167	92.62152962201047
ENSDARG00000100968	1.5381696876346055e-5	0.003158002202321812	-0.5705620365515881	11	13629528	13640471	1	protein_coding	si:ch211-1a19.3	si:ch211-1a19.3 [Source:ZFIN;Acc:ZDB-GENE-141216-322]	129	143	110	90	121	135	127	148	116	276	197	237	142.34352514624584	112.15436700443995	106.39126644328024	119.97794940864402	107.73023262477918	126.557354737061	133.39401048287573	172.90110563428638	167.9987914650589	224.02582050973064	186.21657783627145	171.49455094075375
ENSDARG00000068369	1.6606630351488153e-5	0.003378776034756833	-0.3902451968447554	8	33035709	33051353	1	protein_coding	angptl2b	angiopoietin-like 2b [Source:ZFIN;Acc:ZDB-GENE-050624-1]	218	353	233	182	296	313	320	259	210	440	392	482	240.54952311536118	276.8565842836874	225.35604619349363	242.62207547081346	263.5384203052449	293.4255706125933	336.1108925552775	302.57693486000113	304.13574316950314	357.14261240681697	370.54263203968736	348.7779474828832
ENSDARG00000055252	1.6929224169067203e-5	0.0034136571306626223	0.7715980547129139	17	33433566	33441020	1	protein_coding	snap23.2	synaptosome associated protein 23.2 [Source:ZFIN;Acc:ZDB-GENE-051030-75]	110	95	103	77	73	82	43	56	31	62	55	77	121.37819973710886	74.50814591204053	99.62091312416241	102.64780116072878	64.99427257528	76.87187472917779	45.164901187115404	65.42203996972998	44.89622875359333	50.32464083914239	51.98939990352756	55.71763891324067
ENSDARG00000054755	1.7268302045061036e-5	0.003451215339696092	1.3061000939413068	10	36458563	36463715	1	protein_coding	alox5ap	arachidonate 5-lipoxygenase-activating protein [Source:ZFIN;Acc:ZDB-GENE-030131-9322]	35	39	20	22	26	34	10	8	4	23	8	21	38.62033627998918	30.58755463757453	19.343866626050954	29.32794318877965	23.148645026812055	31.87370415600055	10.503465392352421	9.346005709961425	5.793061774657203	18.668818375810886	7.562094531422191	15.195719703611092
