Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_7 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_7 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count
ENSDARG00000021374	9.058153684615292e-5	0.005509215523053198	0.1516424449103459	14	31476973	31489410	-1	protein_coding	cab39l1	calcium binding protein 39, like 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2897]	1021	1344	1061	734	1116	1094	1110	860	738	1439	1194	787	931	780	661	1089	1028	1227	675	991	1364	874	1367	1251	1159.9024674679245	1085.71507071742	1055.8692781964571	1007.897818311452	1024.2107665291996	1055.6141759747322	1121.6241501850234	942.0779379054485	974.5085668916648	1045.1982740845629	1149.293362895928	1007.1574367914084	1007.750617199927	938.0941502829763	986.6830887687886	904.4646828758367	998.9993197327046	915.691852319703	818.7387827748778	982.873856004452	937.7691184332065	943.7390990049347	969.866227284293	974.5089312907754
ENSDARG00000104347	9.112995089066656e-5	0.005528394974748365	0.20047502280977483	13	216320	226393	-1	protein_coding	rtn4b	reticulon 4b [Source:ZFIN;Acc:ZDB-GENE-030710-2]	3288	5185	4083	3290	3881	3541	3619	3491	3144	4673	3821	2887	3139	2833	2157	4409	3484	4402	2581	3555	4092	2713	4963	4667	3735.317642541171	4188.565953623381	4063.2556671782604	4517.689131123539	3561.7938932794123	3416.754841980372	3656.8989184861257	3824.179164218512	4151.564951636035	3394.1706287680076	3677.931272718042	3694.616925053108	3397.77571148289	3407.2060612200926	3219.7812745450483	3661.8776738288007	3385.713647810061	3285.147134402064	3130.6145160621622	3525.8492009039624	2813.3073552996193	2929.4784617853406	3521.174898326223	3635.5181313621492
ENSDARG00000017811	9.168700200544417e-5	0.005547999202982489	-0.23098880382609324	23	33752275	33757742	1	protein_coding	si:ch211-210c8.6	si:ch211-210c8.6 [Source:ZFIN;Acc:ZDB-GENE-030131-3630]	191	304	239	176	240	251	231	213	187	353	218	161	279	220	185	402	259	361	228	233	394	264	335	363	216.98469273885758	245.5784088527498	237.84425776527166	241.67577114825008	220.26037989875263	242.19301478030877	233.41907990336972	233.3286055510006	246.92832250506953	256.39679690886084	209.8374816677658	206.0385607667303	302.0004534895592	264.5906577721215	276.15184783997864	333.8795248081601	251.69340837623588	269.40893128558497	276.55176662618095	231.08941316754522	270.88052247997314	285.06535713650203	237.6775319240952	282.7711767054768
ENSDARG00000077407	9.203511252031247e-5	0.005554892796391379	0.5687987885858691	19	34091552	34117056	-1	protein_coding	si:dkey-184p18.2	si:dkey-184p18.2 [Source:NCBI gene;Acc:768134]	172	187	209	283	310	219	217	349	194	395	304	110	242	105	111	242	195	225	117	150	224	135	233	210	195.399828016144	151.06303439297437	207.9893300123087	388.6036547440612	284.5029907025555	211.31581767684312	219.2724690001352	382.30837247558316	256.1716286950989	286.9029313852692	292.61740562844403	140.77168748037474	261.9502141378972	126.28190484578528	165.6911087039872	200.99215175018594	189.49889819832433	167.91415384835628	141.9147223476455	148.77000847696044	154.00313968404564	145.77205762662035	165.31004459198263	163.5866311519287
ENSDARG00000107280	9.268986468116426e-5	0.0055802121579624775	1.7905976627464795	10	21938762	21941443	-1	protein_coding	FO744833.1	poly [ADP-ribose] polymerase 14-like [Source:NCBI gene;Acc:110440070]	9	25	13	16	17	6	1	11	8	5	7	8	1	1	0	1	12	3	0	2	10	5	5	2	10.224409605495907	20.195592833285342	12.937135359617287	21.970524649840915	15.601776909494978	5.7894744568998115	1.010472207373895	12.049834089488295	10.563778502890676	3.6316826757629013	6.7379007874970664	10.237940907663617	1.0824389013962696	1.2026848080550978	0	0.8305460816123386	11.66147065835842	2.2388553846447503	0	1.9836001130261391	6.875140164466322	5.398965097282235	3.5474258496133615	1.5579679157326545
ENSDARG00000001303	9.349910242881426e-5	0.005614680277497403	1.5089341428169591	19	7105838	7144548	-1	protein_coding	psmb8a	proteasome 20S subunit beta 8A [Source:ZFIN;Acc:ZDB-GENE-990415-141]	19	39	9	17	23	7	15	10	2	11	6	5	8	3	2	1	7	16	3	5	3	3	8	3	21.58486472271358	31.505124819925136	8.956478325888892	23.343682440455975	21.108286406963792	6.754386866383114	15.157083110608424	10.95439462680754	2.640944625722669	7.989701886678382	5.775343532140343	6.398713067289761	8.659511211170157	3.6080544241652936	2.985425382053823	0.8305460816123386	6.802524550709078	11.94056205143867	3.638839034555012	4.959000282565348	2.0625420493398967	3.239379058369341	5.675881359381378	2.3369518735989816
ENSDARG00000071506	9.446679781729187e-5	0.005658465768247887	0.15991922052964602	22	11972786	12091448	1	protein_coding	mgat5	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase [Source:ZFIN;Acc:ZDB-GENE-060616-238]	791	1118	907	696	938	885	922	936	748	1236	962	700	843	697	622	865	806	1122	675	831	1096	751	1141	1101	898.611999771918	903.1469115045206	902.6139823979138	955.7178222680799	860.8509847709582	853.9474823927222	931.6553751987311	1025.3313370691858	987.7132900202781	897.7519574485892	925.9800796531683	895.8198294205665	912.4959938770552	838.2713112144032	928.467293818739	718.4223605946729	783.2621125530738	837.3319138571367	818.7387827748778	824.1858469623609	753.515362025509	810.9245576117917	809.522578881769	857.6613376108263
ENSDARG00000038754	9.600330807364606e-5	0.005727448334791785	0.18125854442180303	2	35603637	35611789	1	protein_coding	plk3	polo-like kinase 3 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-030131-6134]	755	852	721	595	740	734	772	693	505	956	746	581	638	529	460	790	665	864	513	674	789	592	987	835	857.7143613499344	688.2658037583645	717.5134303295434	817.028885415959	679.1361713544873	708.2457085607437	780.0845440926469	759.1395476377626	666.8385179949739	694.3777276058667	718.067712496116	743.5304584190702	690.5960190908199	636.2202634611468	686.6478378723793	656.1314044737475	646.2398323173624	644.7903507776881	622.2414749089071	668.4732380898089	542.4485589763929	639.2374675182166	700.2618627136776	650.4516048183833
ENSDARG00000003869	9.61013675062028e-5	0.005727448334791785	-0.29991563168666474	16	36748538	36760156	1	protein_coding	decr1	2,4-dienoyl CoA reductase 1, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-040718-142]	269	403	396	272	362	405	341	288	232	507	322	255	351	344	265	684	461	510	342	354	748	395	469	528	305.5962426531554	325.55295647255974	394.0850463391112	373.4989190472956	332.22607301395186	390.78952584073727	344.57102271449816	315.4865652520572	306.34957658382956	368.2526233223582	309.9434362248651	326.3343664317778	379.9360543900906	413.7235739709537	395.5688631221316	568.0935198228395	447.9948311252693	380.6054153896076	414.8276499392714	351.09722000562664	514.260484302081	426.51824268529657	332.7485446937333	411.3035297534208
ENSDARG00000074126	9.73427200403011e-5	0.005786890524701609	0.46008253078620137	8	16470358	16515127	-1	protein_coding	ttc39a	tetratricopeptide repeat domain 39A [Source:ZFIN;Acc:ZDB-GENE-091116-42]	178	191	155	92	193	168	149	140	133	197	122	108	155	106	94	83	151	126	77	114	141	116	123	124	202.2161010864746	154.29432924630004	154.25046005697536	126.33051673658527	177.12605550191358	162.10528479319473	150.56035889871035	153.36152477530555	175.6228176105575	143.0882974250583	117.4319851535203	138.21220225345886	167.77802971642177	127.48458965384037	140.3149929565297	68.9353247738241	146.7401724510101	94.03192615507952	93.39686855357866	113.06520644248994	96.93947631897515	125.25599025694785	87.26667590048869	96.59401077542458
ENSDARG00000034262	9.797762265686331e-5	0.0058037077366764915	0.22927219732381052	5	38388443	38438613	-1	protein_coding	pld2	phospholipase D2 [Source:ZFIN;Acc:ZDB-GENE-060216-4]	423	576	427	349	473	464	427	439	347	595	453	334	383	355	288	315	408	522	314	417	513	345	553	494	480.5472514583076	465.3064588788943	424.9351383505063	479.232068924655	434.096498717125	447.7193580002521	431.47163254865313	480.897924116851	458.203892562883	432.17023841578526	436.0384366765959	427.43403289495603	414.5740992347712	426.95310685955974	429.9012550157505	261.62201570788665	396.49000238418625	389.5608369281866	380.8651522834246	413.58062356595	352.69469043712235	372.5285917124742	392.3452989672378	384.81807518596565
ENSDARG00000004141	9.811495794297104e-5	0.0058037077366764915	-0.26570533740313546	15	15415623	15437530	1	protein_coding	DHRS11	zgc:92630 [Source:ZFIN;Acc:ZDB-GENE-040718-449]	292	457	379	255	361	386	351	405	311	552	332	305	404	383	229	673	401	535	383	437	689	462	576	610	331.7252894227561	369.17543699245607	377.16725394576554	350.1552366068396	331.30832143104044	372.45619006055455	354.6757447882371	443.6529823857054	410.666889299875	400.9377674042243	319.5690087784323	390.3214971046754	437.3053161640929	460.6282814851025	341.8312062451628	558.9575129251039	389.6874778334772	399.2625435949805	464.5584500781899	433.41662469621144	473.6971573317296	498.8643749888785	408.66345787545924	475.18021429845965
ENSDARG00000052450	9.918711978334227e-5	0.0058525335354748225	0.47637071658428126	5	57629207	57641257	-1	protein_coding	hspb2	heat shock protein, alpha-crystallin-related, b2 [Source:ZFIN;Acc:ZDB-GENE-050417-260]	101	152	118	69	96	90	91	80	51	142	94	73	51	71	51	138	65	68	50	53	118	58	102	77	114.7405966838985	122.7892044263749	117.42938249498768	94.74788755243895	88.10415195950105	86.84211685349717	91.95297087102443	87.63515701446032	67.34408795592806	103.1397879916664	90.48038200353204	93.42121078243052	55.204383971209744	85.39062137191195	76.12834724237248	114.61535926250272	63.166299399441435	50.747388718614346	60.64731724258354	52.56540299519269	81.12665394070261	62.62799512847393	72.36748733211257	59.9817647557072
ENSDARG00000059857	1.0014133631209807e-4	0.005894174931322497	-0.4470295190768329	2	49844630	49860723	-1	protein_coding	blvra	biliverdin reductase A [Source:ZFIN;Acc:ZDB-GENE-060929-312]	30	55	42	23	53	58	36	48	35	78	54	38	44	60	32	81	52	89	63	75	95	71	72	76	34.08136535165302	44.43030423322776	41.79689885414816	31.582629184146317	48.640833894307875	55.96491975003151	36.376999465460216	52.58109420867619	46.216530950146705	56.65424974190126	51.97809178926308	48.630219311402186	47.62731166143586	72.16108848330587	47.76680611286117	67.27423261059943	50.53303951955315	66.4193764111276	76.41561972565526	74.38500423848022	65.31383156243007	76.66530438140774	51.082932234432405	59.20278079784087
ENSDARG00000093022	1.0182465876959843e-4	0.005970214968967478	0.28217640585572673	8	7315625	7317444	1	protein_coding	selenoh	selenoprotein H [Source:ZFIN;Acc:ZDB-GENE-030411-2]	371	572	396	331	453	467	467	436	315	559	355	310	284	261	244	522	331	457	286	329	474	446	436	426	421.4728848487757	462.07516402556865	394.0850463391112	454.51522869358394	415.7414670588956	450.614095228702	471.8905208436089	477.61160572880874	415.94877855132034	406.0221231502924	341.70782565163694	396.7202101719652	307.41264799654056	313.9007349023806	364.22189661056643	433.54505460164074	321.6622323263864	341.052303594217	346.9026546275778	326.3022185927999	325.8816437957037	481.5876866775754	309.3355340862851	331.8471660510554
ENSDARG00000086805	1.0193663838245483e-4	0.005970214968967478	0.43171062464486176	24	32414643	32452355	-1	protein_coding	itprid1	ITPR interacting domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-091204-197]	79	131	83	56	99	96	92	86	78	129	69	60	82	60	65	55	85	84	35	64	97	56	84	74	89.74759542601963	105.8249064464152	82.59863344986422	76.8968362744432	90.85740670823546	92.63159131039698	92.96344307839833	94.20779379054484	102.99684040318408	93.69741303468285	66.41645061961394	76.78455680747713	88.7599899144941	72.16108848330587	97.02632491674925	45.68003448867862	82.60208383003881	62.687950770053014	42.45312206980848	63.47520361683645	66.68885959532334	60.468409089561035	59.59675427350447	57.64481288210822
ENSDARG00000076196	1.0377040830490973e-4	0.006062645529538076	1.4307096008264442	12	46209859	46228023	-1	protein_coding	si:ch211-226h7.6	si:ch211-226h7.6 [Source:ZFIN;Acc:ZDB-GENE-130531-12]	19	33	17	15	26	19	22	25	17	22	24	8	8	4	21	4	10	25	5	5	0	4	3	3	21.58486472271358	26.658182539936654	16.91779239334568	20.597366859225858	23.861541155698202	18.333335780182736	22.230388562225688	27.38598656701885	22.448029318642686	15.979403773356765	23.10137412856137	10.237940907663617	8.659511211170157	4.810739232220391	31.346966511565142	3.3221843264493542	9.717892215298683	18.65712820537292	6.064731724258354	4.959000282565348	0	4.3191720778257885	2.128455509768017	2.3369518735989816
ENSDARG00000092719	1.0607697470550232e-4	0.006182176511092175	1.08407905733305	12	46264190	46282243	-1	unprocessed_pseudogene	AL954655.2	NA	187	188	163	137	136	180	199	172	136	182	196	89	188	80	76	69	111	141	53	68	18	41	44	66	212.4405106919705	151.87085810630577	162.21177412443214	188.12261731426284	124.81421527595982	173.68423370699435	201.08396926740508	188.41558758108968	179.58423454914148	132.1932493977696	188.66122204991785	113.89709259775775	203.49851346249866	96.21478464440783	113.44616451804528	57.30767963125136	107.86860358981538	105.22620307830327	64.28615627713855	67.44240384288874	12.375252296039381	44.27151379771433	31.21734747659758	51.4129412191776
ENSDARG00000045694	1.074826635563233e-4	0.006248747008715659	-0.25310161099462275	4	13963499	13995766	-1	protein_coding	prickle1b	prickle homolog 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2152]	354	464	315	248	349	390	351	278	327	457	420	290	333	323	281	585	405	542	394	423	753	394	622	523	402.16011114950567	374.830202985776	313.47674140611116	340.5431320725342	320.29530243610276	376.31583969848776	354.6757447882371	304.5321706252496	431.7944463056564	331.9357965647292	404.274047249824	371.1253579028062	360.45215416495773	388.4671930017966	419.4522661785621	485.86945774321805	393.57463471959665	404.48653949248495	477.9008598715583	419.5314239050284	517.6980543843141	425.43844966584015	441.29977569190214	407.4086099640892
ENSDARG00000024090	1.0858210184157308e-4	0.006292811202064076	-0.24878921174542531	14	8475007	8496669	1	protein_coding	dnajc4	DnaJ (Hsp40) homolog, subfamily C, member 4 [Source:ZFIN;Acc:ZDB-GENE-030131-3093]	202	249	257	154	225	221	256	209	171	256	263	179	257	256	180	326	248	346	233	277	307	262	388	334	229.481193367797	201.14810461952203	255.75721441704945	211.46629975471882	206.4941061550806	213.24564249580973	258.6808850877171	228.9468477002776	225.8007654992882	185.94215299906054	253.15255815881835	229.07392780897345	278.1867976588413	307.88731086210504	268.6882843848441	270.7580226056224	241.00372693940733	258.2146543623612	282.6164983504393	274.7286156541203	211.06680304911612	282.90577109758914	275.28024592999685	260.1806419273533
ENSDARG00000101189	1.0877118856856119e-4	0.006292811202064076	1.5995042168287785	3	3573696	3578297	1	protein_coding	CR589947.2	NA	44	45	7	2	7	30	15	5	21	29	23	4	3	5	2	13	6	3	3	14	10	1	13	11	49.98600251575777	36.35206709991362	6.966149809024693	2.7463155812301143	6.424261080380285	28.947372284499057	15.157083110608424	5.47719731340377	27.729918570088024	21.063759519424828	22.138816873204647	5.118970453831809	3.2473167041888087	6.013424040275489	2.985425382053823	10.7970990609604	5.83073532917921	2.2388553846447503	3.638839034555012	13.885200791182974	6.875140164466322	1.0797930194564471	9.22330720899474	8.5688235365296
ENSDARG00000100106	1.0964475707392163e-4	0.006327916393657959	1.55688518989478	12	43852970	43982343	-1	protein_coding	CR385054.1	NA	468	436	233	345	600	396	423	408	315	475	344	248	292	110	265	104	206	298	47	58	14	76	30	72	531.6692994857872	352.2111390124964	231.87327221467908	473.73943776219477	550.6509497468816	382.1053141553876	427.42974371915756	446.9393007737476	415.94877855132034	345.0098541974756	331.119695842713	317.37616813757217	316.0721592077107	132.29532888606076	395.5688631221316	86.3767924876832	200.18857963515288	222.3929682080452	57.00847820802853	57.52440327775804	9.625196230252852	82.06426947868998	21.28455509768017	56.086844966375565
ENSDARG00000062618	1.1146199704978159e-4	0.006417180995196163	0.3786225568753402	3	16449490	16458018	1	protein_coding	kcnj12b	potassium inwardly rectifying channel subfamily J member 12b [Source:ZFIN;Acc:ZDB-GENE-091118-79]	278	376	453	270	318	297	400	295	240	391	414	280	248	283	178	269	321	260	199	259	492	189	398	294	315.8206522586513	303.74171621261155	450.80940906974087	370.75260346606547	291.8450033658472	286.57898561654065	404.188882949558	323.1546414908224	316.9133550867203	283.99758524465886	398.49870371768367	358.3279317682266	268.44484754627484	340.3598006795927	265.70285900279026	223.41689595371906	311.94434011108774	194.03413333587838	241.3763226254825	256.87621463688504	338.2568960917431	204.08088067726848	282.37509762922355	229.02128361270022
ENSDARG00000044094	1.1385582804896203e-4	0.006539128913611088	0.43638383376238615	21	32390707	32436679	-1	protein_coding	gfpt2	glutamine-fructose-6-phosphate transaminase 2 [Source:ZFIN;Acc:ZDB-GENE-071113-1]	519	708	338	325	493	488	430	535	307	505	497	306	461	255	312	314	332	577	252	279	457	314	375	394	589.6076205835973	571.939189038641	336.36551935004945	446.2762819498936	452.45153037535437	470.87725582785134	434.50304917077483	586.0601125342034	405.3850000484297	366.799950252053	478.3909559122917	391.6012397181334	499.0043335436803	306.68462605404994	465.7263596003964	260.7914696262743	322.6340215479163	430.606518980007	305.66247890262105	276.7122157671464	314.19390551611093	339.0550081093244	266.0569387210021	306.91967939933295
ENSDARG00000091702	1.1723317494039581e-4	0.0067168379458603595	0.6671883056608853	11	2434262	2446346	1	protein_coding	csnk2a4	casein kinase 2, alpha 4 polypeptide [Source:ZFIN;Acc:ZDB-GENE-141210-9]	44	57	35	23	30	37	43	28	39	52	29	31	26	15	22	40	29	38	15	37	20	23	20	18	49.98600251575777	46.045951659890584	34.83074904512347	31.582629184146317	27.53254748734408	35.70175915088217	43.45030491707748	30.67230495506111	51.49842020159204	37.76949982793417	27.91416040534499	39.67202101719652	28.14341143630301	18.04027212082647	32.83967920259205	33.22184326449354	28.18188742436618	28.358834872166838	18.19419517277506	36.696602090983575	13.750280328932645	24.83523944749828	14.189703398453446	14.021711241593891
ENSDARG00000092778	1.1903992195686867e-4	0.006803920358595	1.797211928312908	3	5083407	5113772	1	protein_coding	si:ch73-338o16.4	si:ch73-338o16.4 [Source:ZFIN;Acc:ZDB-GENE-131119-14]	28	32	4	13	43	16	16	18	8	23	12	29	17	3	15	5	5	12	5	3	1	0	0	2	31.809274328209487	25.85035882660524	3.980657033728396	17.851051277995744	39.46331806519318	15.43859855173283	16.16755531798232	19.717910328253573	10.563778502890676	16.705740308509345	11.550687064280686	37.11253579028062	18.401461323736584	3.6080544241652936	22.390690365403675	4.152730408061693	4.858946107649341	8.955421538579001	6.064731724258354	2.975400169539209	0.6875140164466322	0	0	1.5579679157326545
ENSDARG00000034307	1.2155212697130668e-4	0.006930808778267775	0.1976501541936339	5	38440099	38451082	-1	protein_coding	chrne	cholinergic receptor, nicotinic, epsilon [Source:ZFIN;Acc:ZDB-GENE-040808-32]	402	560	532	330	508	473	436	448	324	624	436	312	377	351	258	520	443	488	385	361	563	348	500	488	456.6902957121505	452.3812794655917	529.4273854858767	453.1420709029689	466.2178041190264	456.40356968560184	440.56588241501817	490.7568792809778	427.83302936707236	453.2339979352101	419.6749633355316	399.2796953988811	408.07946582639363	422.14236762733935	385.1198742849432	431.88396243841606	430.5026251377316	364.18714256887944	466.9843427678932	358.03982040121815	387.07039125945397	375.7679707708436	354.74258496133615	380.1441714387677
ENSDARG00000103854	1.2188989515280062e-4	0.006933401230274415	0.22185394712952924	14	51056605	51139378	1	protein_coding	pdlim7	PDZ and LIM domain 7 [Source:NCBI gene;Acc:393813]	780	1175	1004	787	964	821	849	832	646	1055	881	672	741	753	484	994	831	883	626	639	1106	713	1039	1000	886.1154991429786	949.1928631644112	999.1449154658274	1080.67518121405	884.7125259266564	792.1930881857909	857.8909040604368	911.4056329503874	853.025114108422	766.2850445859722	848.0129419692737	859.9870362437439	802.0872259346357	905.6216604654887	722.4729424570252	825.5628051226645	807.5568430913205	658.9697682137715	759.3044118771459	633.7602361118514	760.3905021899753	769.8924228724468	737.1550915496565	778.9839578663273
ENSDARG00000052336	1.261696542512495e-4	0.00715967511684124	-0.39095112573921775	20	23238833	23244193	1	protein_coding	ociad2	OCIA domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-041014-253]	196	299	266	220	251	287	202	232	203	384	204	202	312	265	160	558	274	332	298	294	659	321	414	389	222.6649202974664	241.53929028609272	264.71369274293835	302.0947139353126	230.3556473107788	276.92986152170766	204.11538588952678	254.14195534193493	268.0558795108509	278.9132294985908	196.36168009277165	258.50800791850634	337.7209372356361	318.71147413460096	238.83403056430586	463.4447135396849	266.27024669918393	247.7666625673524	361.4580107657979	291.5892166148425	453.07173683833065	346.6135592455195	293.7268603479863	303.0247596100013
ENSDARG00000057687	1.279999925250358e-4	0.0072429216421384165	-0.5800500915984006	16	12710904	12723738	-1	protein_coding	sbk3	SH3 domain binding kinase family, member 3 [Source:ZFIN;Acc:ZDB-GENE-080204-39]	64	72	80	62	63	35	75	44	57	73	50	31	85	108	39	171	93	99	63	92	144	75	101	97	72.70691275019311	58.16330735986179	79.61314067456792	85.13578301813355	57.818349723422564	33.77193433191557	75.78541555304211	48.19933635795318	75.26692183309606	53.02256706613836	48.12786276783619	39.67202101719652	92.0073066186829	129.88995926995057	58.21579495004955	142.02337995570988	90.37639760227775	73.88222769327676	76.41561972565526	91.2456051992024	99.00201836831505	80.98447645923353	71.6580021621899	75.56144391303374
ENSDARG00000102058	1.284358318645539e-4	0.0072429216421384165	0.2561552353680282	14	31751260	31755722	1	protein_coding	si:dkeyp-11e3.1	si:dkeyp-11e3.1 [Source:ZFIN;Acc:ZDB-GENE-141222-55]	213	318	220	175	271	211	245	230	168	328	208	162	195	133	157	289	211	256	144	195	254	162	259	243	241.97769399673646	256.88794083938956	218.9361368550618	240.302613357635	248.71067896900817	203.59651840097672	247.56569080660427	251.95107641657341	221.8393485607042	238.23838353004632	200.21190911419856	207.31830338018827	211.07558577227255	159.95707947132803	234.35589249122512	240.02781758596583	205.0475257428022	191.04899282301872	174.66427365864058	193.40101102004857	174.6285601774446	174.92646915194442	183.7566590099721	189.29310176151753
ENSDARG00000099717	1.285526986231144e-4	0.0072429216421384165	1.0896828896715807	21	2091895	2101392	1	protein_coding	si:rp71-1h20.9	si:rp71-1h20.9 [Source:ZFIN;Acc:ZDB-GENE-131127-386]	25	26	23	28	20	31	23	24	15	19	20	27	7	30	19	8	11	17	3	8	8	9	7	12	28.401137793044185	21.00341654661676	22.888777943938276	38.4484181372216	18.355031658229386	29.91228469398236	23.240860769599582	26.290547104338096	19.807084692920018	13.800394167899025	19.251145107134477	34.553050563364714	7.577072309773887	36.08054424165294	28.36154112951132	6.6443686528987085	10.68968143682855	12.686847179653586	3.638839034555012	7.934400452104557	5.500112131573058	9.718137175108023	4.966396189458706	9.347807494395926
ENSDARG00000091116	1.2895098439826656e-4	0.0072481453789736555	0.36849889667791136	19	22850657	22919764	1	protein_coding	pkhd1l1	polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1 [Source:ZFIN;Acc:ZDB-GENE-060503-475]	1181	1168	1112	874	1009	1087	1075	815	897	1422	1009	691	1090	647	595	720	1015	1236	594	675	1362	657	915	945	1341.6697493434074	943.5380971710913	1106.622655376494	1200.13990899756	926.0113471576725	1048.859789108349	1086.257622926937	892.7831620848145	1184.463664636617	1032.850552986969	971.2202706549343	884.302145899445	1179.8584025219338	778.1370708116483	888.1640511610124	597.9931787608838	986.3660598528163	922.4084184736372	720.4901288418924	669.465038146322	936.3940904003132	709.4240137828857	649.1789304792452	736.1398401836792
ENSDARG00000038834	1.3052052461605198e-4	0.007319023271614072	-0.2702346702874467	14	48070872	48103207	-1	protein_coding	etfdh	electron transfer flavoprotein dehydrogenase [Source:ZFIN;Acc:ZDB-GENE-040912-168]	488	700	598	511	763	717	640	505	457	934	692	464	747	521	495	1216	780	985	551	698	1347	700	960	896	554.3902097202225	565.4765993319896	595.1082265423952	701.6836310042943	700.244457761451	691.8421975995275	646.7022127192928	553.1969286537808	603.4558469776298	678.39832383251	666.0896207068529	593.8005726444899	808.5818593430133	626.5987849967061	738.8927820583212	1009.9440352406037	757.9955927932973	735.0908512916931	668.3334360132706	692.2764394461226	926.0813801536137	755.855113619513	681.1057631257654	697.9696262482292
ENSDARG00000104593	1.3348342481404483e-4	0.007467516124030999	-0.6600735033244528	3	12710350	12715432	1	protein_coding	cyp2k18	cytochrome P450, family 2, subfamily K, polypeptide 18 [Source:ZFIN;Acc:ZDB-GENE-040426-1584]	96	107	121	203	101	110	127	124	135	174	117	108	127	161	109	362	203	241	228	245	518	152	250	188	109.06036912528967	86.43713732646127	120.41487527028399	278.75103149485665	92.6929098740584	106.14036504316321	128.32997033648465	135.8344933724135	178.26376223628014	126.38255711654897	112.61919887673669	138.21220225345886	137.46974047732624	193.63225409687075	162.70568332193335	300.65768154366657	197.27321197056327	179.85471589979497	276.55176662618095	242.99101384570204	356.1322605193555	164.12853895737996	177.37129248066807	146.44898407886953
ENSDARG00000075643	1.3485733338650989e-4	0.007526625759830622	0.695887399280561	3	29941777	29948955	1	protein_coding	ifi35	interferon-induced protein 35 [Source:ZFIN;Acc:ZDB-GENE-100311-2]	138	261	81	94	188	128	157	133	74	94	73	106	95	69	80	109	91	149	58	74	61	57	72	86	156.7742806176039	210.841989179499	80.60830493300001	129.0768323178154	172.53729758735622	123.50878841386265	158.6441365577015	145.69344853654027	97.71495115173875	68.27563430434255	70.26667964104084	135.65271702654294	102.8316956326456	82.98525175580176	119.41701528215293	90.5295228957449	88.43281915921801	111.1964841040226	70.35088800139691	73.39320418196715	41.93835500324457	61.54820210901748	51.082932234432405	66.99262037650415
ENSDARG00000114393	1.356274563810032e-4	0.007551838651073699	2.3574974361334737	2	45172838	45191319	-1	protein_coding	CR407590.2	NA	5	2	3	3	6	13	2	2	5	4	2	4	1	0	2	1	2	5	0	0	0	0	0	0	5.680227558608837	1.6156474266628276	2.985492775296297	4.119473371845172	5.506509497468816	12.543861323282925	2.02094441474779	2.190878925361508	6.602361564306672	2.905346140610321	1.9251145107134475	5.118970453831809	1.0824389013962696	0	2.985425382053823	0.8305460816123386	1.9435784430597365	3.7314256410745843	0	0	0	0	0	0
