Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_9 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_9 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_het_8 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_1 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_9 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count	% variance explained
ENSDARG00000092379	0.0016341704177151024	0.19403916698528528	6.020142543266689	8	2478862	2481965	1	protein_coding	si:dkeyp-51b9.3	si:dkeyp-51b9.3 [Source:ZFIN;Acc:ZDB-GENE-081104-469]	98	1	2	247	1	138	1	75	5	70	86	85.87469532976203	1.4261408251788308	1.4251121328908483	190.67718761684569	0.9218793953613249	180.67959483337486	1.149139878037986	69.63515446363274	5.170102578975222	66.56694357100274	93.3431833193139	0.42390301969019145
ENSDARG00000114910	0.657411199602006	0.9998557456288198	-0.29678212824968003	7	7653	7987	1	pseudogene	FO704772.2	NA	1115	1967	1891	1866	2877	2040	1458	1923	1181	6604	1487	977.0437274763742	2805.21900312676	1347.443521648297	1440.5005347896115	2652.2470204545316	2670.915749710759	1675.4459421793836	1785.4453604475436	1221.1782291539475	6280.115647755743	1613.9687627420903	0.42164217523064357
ENSDARG00000042112	0.40781916857715483	0.9998557456288198	0.3194233636600458	8	18039570	18042089	-1	protein_coding	dio1	iodothyronine deiodinase 1 [Source:ZFIN;Acc:ZDB-GENE-030328-41]	408	241	517	668	499	246	168	157	330	429	216	357.5191397402338	343.69993886809823	368.3914863522843	515.6775762269349	460.01781828530113	322.08101687688566	193.05549951038165	145.76959001053788	341.22677021236467	407.9602684565739	234.44334415083492	0.4150717680026148
ENSDARG00000089124	0.015522189578764063	0.7105467755971228	0.9016684407571453	3	55138413	55139127	-1	protein_coding	hbae1.3	hemoglobin, alpha embryonic 1.3 [Source:ZFIN;Acc:ZDB-GENE-061207-39]	566	206	475	1157	416	464	764	1135	994	909	509	495.970179149442	293.78500998683916	338.4641315615765	893.1720893631193	383.5018284703111	607.5024058165648	877.9428668210213	1053.8120042163089	1027.8163927002743	864.419310086307	552.4613989480323	0.4012658619172706
ENSDARG00000087093	0.46326656799136695	0.9998557456288198	0.2885402205891272	3	27642386	27647845	-1	protein_coding	si:ch211-157c3.4	si:ch211-157c3.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8454]	891	370	816	973	543	882	567	596	455	458	623	780.7587095797753	527.6721053161674	581.4457502194662	751.1291641748618	500.5805116811994	1154.7782800220045	651.5623108475381	553.3673608043349	470.47933468674523	435.5380022217036	676.1953861387507	0.40060314507035244
ENSDARG00000100311	0.6443717995029463	0.9998557456288198	1.440649443994107	4	51542447	51598177	1	protein_coding	si:dkey-165e24.1	si:dkey-165e24.1 [Source:ZFIN;Acc:ZDB-GENE-081103-19]	160	0	128	4	248	2	0	82	1	0	123	140.2035842118564	0	91.20717650501429	3.087889678005598	228.62609004960856	2.6185448526576067	0	76.13443554690514	1.0340205157950444	0	133.50245986366988	0.3930360792117651
ENSDARG00000104436	0.9474233861410315	0.9998557456288198	-0.050765616497245786	3	49559261	49566364	-1	protein_coding	zgc:153426	zgc:153426 [Source:ZFIN;Acc:ZDB-GENE-060929-220]	3571	1129	4490	2535	2039	2208	1503	3589	2940	1862	310	3129.1687451283697	1610.1129916269	3199.3767383399545	1956.9500834360479	1879.7120871417414	2890.873517333998	1727.157236691093	3332.2742582663727	3040.0203164374307	1770.6806989886727	336.4696142905501	0.3922802165413568
ENSDARG00000098803	0.15925623126974287	0.9998557456288198	0.8750521023646681	23	42362337	42372651	1	protein_coding	cyp2aa4	cytochrome P450, family 2, subfamily AA, polypeptide 4 [Source:ZFIN;Acc:ZDB-GENE-040625-72]	77	60	44	209	96	252	157	101	89	217	122	67.4729749019559	85.56844951072985	31.352466923598662	161.3422356757925	88.50042195468718	329.93665143485845	180.4149608519638	93.77534134435876	92.02782590575896	206.35752507010847	132.41707401111972	0.39111091666029557
ENSDARG00000092532	0.09413832075949882	0.9998557456288198	1.6827278323617403	22	19188809	19268278	1	protein_coding	si:dkey-21e2.8	si:dkey-21e2.8 [Source:ZFIN;Acc:ZDB-GENE-050208-459]	23	24	4	159	33	82	89	110	91	62	130	20.154265230454357	34.22737980429194	2.8502242657816965	122.74361470072253	30.42202004692372	107.36033895896188	102.27344914538075	102.1315598799947	94.09586693734904	58.95929287717385	141.100160831521	0.3900765864586089
ENSDARG00000028731	0.4162403306523771	0.9998557456288198	0.38163841075892874	9	41156287	41208343	1	protein_coding	stat4	signal transducer and activator of transcription 4 [Source:ZFIN;Acc:ZDB-GENE-030616-264]	305	192	249	462	277	218	89	147	283	236	360	267.26308240385123	273.81903843433554	177.4264605449106	356.6512578096466	255.36059251508698	285.42138893967916	102.27344914538075	136.4849027487202	292.6278059699976	224.42569546795207	390.7389069180582	0.3889245169693293
ENSDARG00000094854	0.23536385780590363	0.9998557456288198	0.6500396967069103	4	76608282	76633286	1	protein_coding	ms4a17a.9	membrane-spanning 4-domains, subfamily A, member 17A.9 [Source:ZFIN;Acc:ZDB-GENE-050320-79]	354	225	149	439	381	102	295	626	314	336	302	310.20043006873226	320.88168566523694	106.1708539003682	338.8958921611144	351.2360496326648	133.54578748553794	338.9962640212059	581.2214225897881	324.68244195964394	319.5213291408131	327.7865274701488	0.38891550076718295
ENSDARG00000009443	0.03957774666389212	0.9998557456288198	-1.2308053863887871	17	42983983	42988356	-1	protein_coding	zgc:92137	zgc:92137 [Source:ZFIN;Acc:ZDB-GENE-040801-179]	3264	5409	4943	1767	3207	805	2945	2826	4605	2043	3356	2860.1531179218705	7713.995723392296	3522.1646364397316	1364.0752652589729	2956.4672209237688	1053.9643031946869	3384.216940821869	2623.852620189682	4761.66447523618	1942.8037959365513	3642.5549211583425	0.3879123554271669
ENSDARG00000019521	0.05994188615408858	0.9998557456288198	0.8477209313596143	10	7778870	7785945	-1	protein_coding	mpx	myeloid-specific peroxidase [Source:ZFIN;Acc:ZDB-GENE-030131-9460]	275	170	191	498	425	221	265	387	203	196	416	240.97491036412816	242.44394028040125	136.09820869107602	384.44226491169695	391.7987430285631	289.3492062186656	304.5220676800663	359.317397032345	209.90616470639404	186.38744199880765	451.5205146608672	0.3848582296483931
ENSDARG00000087188	0.18093963804903657	0.9998557456288198	-0.5856272737814874	3	14099693	14103551	-1	protein_coding	nfil3-6	nuclear factor, interleukin 3 regulated, member 6 [Source:ZFIN;Acc:ZDB-GENE-040704-63]	591	631	587	467	474	335	1013	491	902	451	397	517.8769891825445	899.8948606878423	418.270411003464	360.51111990715356	436.970833401268	438.60626282014914	1164.0786964524798	455.8781445552491	932.6865052471301	428.88130786460334	430.8981834624142	0.3785564705236102
ENSDARG00000076192	0.10343399472287856	0.9998557456288198	-0.3328821377718004	12	16440708	16446373	1	protein_coding	ankrd1b	ankyrin repeat domain 1b (cardiac muscle) [Source:ZFIN;Acc:ZDB-GENE-070820-13]	950	868	986	1022	737	369	960	1211	1059	730	444	832.4587812578973	1237.890236255225	702.5802815151882	788.9558127304304	679.4251143812965	483.1215253153285	1103.1742829164666	1124.3756274061234	1095.0277262269522	694.1981258118857	481.91131853227176	0.3778185442587477
ENSDARG00000104572	2.8099578746902597e-7	1.3981547539351676e-4	0.9808235183368712	14	13036560	13048355	-1	protein_coding	si:dkey-35h6.1	si:dkey-35h6.1 [Source:ZFIN;Acc:ZDB-GENE-141216-112]	951	382	448	987	1017	758	1091	1251	1010	1351	912	833.3350536592214	544.7857952183134	319.22511776755005	761.9367780478814	937.5513450824674	992.428499157233	1253.7116069394428	1161.5143764533943	1044.3607209529948	1284.7420109203529	989.8718975257474	0.3776579227108736
ENSDARG00000096508	NA	NA	-0.19790943968166433	20	12203762	12208117	1	lincRNA	BX322618.1	NA	693	568	1771	2013	595	31	417	193	132	34	327	607.256774117603	810.047988701576	1261.9367936748463	1553.9804804563173	548.5182402399882	40.587445216192904	479.1913291418402	179.1944641530816	136.49070808494588	32.33251544877275	354.9211737839029	0.37269070222896994
ENSDARG00000033539	0.259466316664443	0.9998557456288198	0.44912575209379396	20	25618114	25631256	-1	protein_coding	paics	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase [Source:ZFIN;Acc:ZDB-GENE-030131-9762]	2913	1574	2471	2940	3665	3911	2918	2889	2906	2987	1775	2552.5815050571105	2244.74565883148	1760.726040186643	2269.5989133341145	3378.6879839992557	5120.56445937195	3353.1901641148434	2682.3461499391337	3004.863618900399	2840.5065778083595	1926.5598882765369	0.3707437197825315
ENSDARG00000094809	0.20837967258898105	0.9998557456288198	0.6221630360593142	4	76575585	76588333	1	protein_coding	ms4a17a.11	membrane-spanning 4-domains, subfamily A, member 17A.11 [Source:ZFIN;Acc:ZDB-GENE-050417-157]	760	424	344	858	682	206	553	1163	622	701	555	665.9670250063178	604.6837098758243	245.11928685722592	662.3523359322008	628.7217476364235	269.7101198237335	635.4743525550062	1079.8091285493986	643.1607608245176	666.6203920467559	602.3891481653397	0.36640808598372165
ENSDARG00000006588	0.5674717606388588	0.9998557456288198	0.4120615454920095	1	45173421	45177401	-1	protein_coding	zgc:111983	zgc:111983 [Source:ZFIN;Acc:ZDB-GENE-050417-335]	6021	3376	1814	6402	2135	1617	659	2748	1528	1292	2135	5276.0361283724205	4814.651425803733	1292.5767045319994	4942.16742964796	1968.2125090964287	2117.0935133736753	757.2831796270328	2551.4320595475037	1579.983348134828	1228.6355870533648	2317.298795194595	0.3651457595030791
ENSDARG00000104613	0.9613080259586122	0.9998557456288198	-0.01770037434593056	22	1796057	1800444	1	protein_coding	znf1179	zinc finger protein 1179 [Source:ZFIN;Acc:ZDB-GENE-050208-622]	1354	798	1686	1417	1287	912	668	591	1128	1384	607	1186.4728313928347	1138.060378492707	1201.369528026985	1093.884918433483	1186.4587818300251	1194.0564528118687	767.6254385293747	548.7250171734261	1166.3751418168101	1316.1235700323969	658.8292124979481	0.3645529126380733
ENSDARG00000038643	0.3721080468948941	0.9998557456288198	0.3713454196000753	8	21353878	21369028	1	protein_coding	alas2	aminolevulinate, delta-, synthase 2 [Source:NCBI gene;Acc:64607]	400	253	519	947	364	403	520	1284	666	645	467	350.508960529641	360.8136287702442	369.8165984851751	731.0578812678253	335.56409991152225	527.6367878105078	597.5527365797527	1192.1538444173927	688.6576635194996	613.3668371899538	506.8751931409255	0.3638003726619788
ENSDARG00000044276	0.7084111920501149	0.9998557456288198	-0.22836139387658166	10	15120711	15128771	-1	protein_coding	spp1	secreted phosphoprotein 1 [Source:ZFIN;Acc:ZDB-GENE-050706-97]	355	297	339	244	381	356	383	479	319	139	598	311.0767024700564	423.56382507811276	241.55650652499878	188.3612703583415	351.2360496326648	466.10098377305405	440.12057328854866	444.73651984106783	329.85254453861916	132.18293080527687	649.0607398249966	0.363129621856054
ENSDARG00000059914	0.05355477098067575	0.9998557456288198	1.4442337402168912	3	58379450	58416968	1	protein_coding	sdr42e2	short chain dehydrogenase/reductase family 42E, member 2 [Source:ZFIN;Acc:ZDB-GENE-101203-3]	58	22	22	86	78	185	80	60	68	107	29	50.82379927679794	31.375098153934278	15.676233461799331	66.38962807712036	71.90659283818334	242.21539887082864	91.93119024303888	55.7081235709062	70.31339507406302	101.75232802996132	31.476189723954686	0.3602968598001563
ENSDARG00000069878	0.38857466816992864	0.9998557456288198	-0.8903234345353552	3	58158595	58165254	-1	protein_coding	snu13a	SNU13 homolog, small nuclear ribonucleoprotein a (U4/U6.U5) [Source:ZFIN;Acc:ZDB-GENE-040426-879]	36	102	240	50	202	26	156	177	41	170	254	31.545806447667687	145.46636416824074	171.01345594690181	38.59862097506998	186.2196378629876	34.04108308454889	179.26582097392583	164.3389645341733	42.39484114759682	161.66257724386378	275.68800654774105	0.3558525969361603
ENSDARG00000026764	0.3556391322234022	0.9998557456288198	0.3717940548675288	22	37874691	37881714	1	protein_coding	ahsg1	alpha-2-HS-glycoprotein 1 [Source:ZFIN;Acc:ZDB-GENE-041114-50]	832	359	707	926	572	304	552	236	397	329	253	729.0586379016532	511.9845562392003	503.7771389769149	714.846460458296	527.3150141466779	398.0188176039562	634.3252126769682	219.11861937889773	410.50614477063266	312.86463478371286	274.60262069519086	0.3546777505246085
ENSDARG00000115978	0.9580872266247301	0.9998557456288198	-0.06251663421589819	4	77561226	77561679	-1	protein_coding	AL935186.10	NA	28	107	82	88	228	71	78	142	29	553	41	24.53562723707487	152.5970682941349	58.42959744852478	67.93357291612315	210.18850214238208	92.95834226934504	89.63291048696291	131.84255911781133	29.98659495805629	525.8788542109216	44.500819954556626	0.35320962832174174
ENSDARG00000102440	0.5760887406435932	0.9998557456288198	0.5267248356847489	KN150605.1	65045	76149	1	protein_coding	CABZ01070852.1	NA	171	44	185	62	243	32	25	147	46	50	164	149.84258062642152	62.750196307868556	131.82287229240347	47.86229000908677	224.01669307280193	41.89671764252171	28.72849695094965	136.4849027487202	47.56494372657205	47.54781683643052	178.0032798182265	0.3501341208064209
ENSDARG00000111240	0.1308407988162418	0.9998557456288198	-0.5919253791833585	10	36784756	36793412	-1	protein_coding	dhrs13a.2	dehydrogenase/reductase (SDR family) member 13a, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-040912-69]	540	708	797	624	665	557	767	772	1049	436	318	473.18709671501534	1009.7077042266122	567.9071849570031	481.7107897688733	613.049797915281	729.2647414651435	881.3902864551353	716.7778566123264	1084.6875210690016	414.61696281367415	345.1527011109514	0.33427044738473094
ENSDARG00000114031	0.3425869656959832	0.9998557456288198	1.059980736219234	24	40712794	40726073	-1	protein_coding	smyhc3	slow myosin heavy chain 3 [Source:ZFIN;Acc:ZDB-GENE-080930-1]	121	13	83	153	22	11	70	24	18	12	73	106.02896056021639	18.5398307273248	59.142153514970204	118.11178018371413	20.281346697949147	14.401996689616839	80.43979146265902	22.28324942836248	18.6123692843108	11.411476040743326	79.23316723616179	0.33313424109406986
ENSDARG00000115988	0.6921840122341896	0.9998557456288198	-0.3811292746859119	4	77557112	77557279	-1	protein_coding	AL935186.11	NA	30	101	55	64	146	76	50	86	31	337	50	26.288172039723072	144.0402233430619	39.190583654498326	49.40623484808957	134.59439172275344	99.50470440098906	57.4569939018993	79.84831045163222	32.05463598964638	320.47228547754173	54.26929262750808	0.3325440017413602
ENSDARG00000023587	0.009391877850363611	0.5607756094768536	-2.1060921989851344	17	48683769	48705993	-1	protein_coding	kcnk5a	potassium channel, subfamily K, member 5a [Source:ZFIN;Acc:ZDB-GENE-051113-112]	55	496	1003	500	66	345	669	707	687	850	664	48.19498207282563	707.3658492887001	714.6937346447604	385.98620975069974	60.84404009384744	451.6989870834372	768.7745784074126	656.4273894105114	710.3720943511955	808.3128862193189	720.6962060933073	0.33220183484187127
ENSDARG00000113076	0.15704019412478917	0.9998557456288198	0.7373197335436981	12	43848634	44024244	-1	protein_coding	si:ch211-182p11.1	si:ch211-182p11.1 [Source:ZFIN;Acc:ZDB-GENE-131127-323]	782	263	340	450	552	439	145	235	423	321	591	685.2450178354482	375.0750370220325	242.26906259144423	347.3875887756298	508.8774262394513	574.7705951583447	166.62528231550797	218.19015065271594	437.3906781813038	305.256984089884	641.4630388571455	0.33155173286466366
ENSDARG00000069377	0.498234638229143	0.9998557456288198	0.27498472862043644	10	17987288	17988779	-1	protein_coding	si:dkey-242g16.2	si:dkey-242g16.2 [Source:ZFIN;Acc:ZDB-GENE-030131-8324]	93	88	72	198	87	180	145	99	115	109	168	81.49333332314153	125.50039261573711	51.30403678407054	152.85053906127712	80.20350739643526	235.66903673918463	166.62528231550797	91.91840389199523	118.91235931643011	103.65424070341854	182.34482322842715	0.32598717200669136
ENSDARG00000012881	0.007139896968075361	0.4815371083677998	0.8647126035899649	3	20065861	20092124	-1	protein_coding	slc4a1a	solute carrier family 4 member 1a (Diego blood group) [Source:ZFIN;Acc:ZDB-GENE-010525-1]	987	378	994	2150	961	924	1283	1751	1518	1539	960	864.8808601068891	539.0812319175981	708.2807300467516	1659.740701928009	885.9260989422332	1209.7677219278144	1474.346463522736	1625.7487395442793	1569.6431429768775	1463.5218022253316	1041.9704184481552	0.3256242226339967
ENSDARG00000089382	0.9784961440059095	0.9998557456288198	-0.028031433347034077	5	824709	825920	-1	protein_coding	zgc:158463	zgc:158463 [Source:ZFIN;Acc:ZDB-GENE-070410-9]	90	196	143	145	401	209	165	274	90	1126	93	78.86451611916922	279.5236017350509	101.89551750169565	111.93600082770293	369.6736375398913	273.63793710271995	189.6080798762677	254.400430973805	93.061846421554	1070.7768351564155	100.94088428716503	0.3221498265566648
ENSDARG00000090352	0.6962894260913954	0.9998557456288198	0.21842600257360215	16	31623975	31628687	-1	processed_transcript	CR855311.1	uncharacterized LOC101883708 [Source:NCBI gene;Acc:101883708]	186	251	293	647	352	317	212	265	188	460	924	162.98666664628306	357.96134711988657	208.7789274685093	499.4661554174055	324.50154716718635	415.0393591462307	243.61765414405303	246.04421243816904	194.39585696946835	437.4399148951608	1002.8965277563493	0.3177487373287266
ENSDARG00000100794	0.7239573108163833	0.9998557456288198	-0.3389502167464047	15	33825750	33834577	-1	protein_coding	mmp13b	matrix metallopeptidase 13b [Source:ZFIN;Acc:ZDB-GENE-030131-6152]	111	73	66	22	70	72	126	78	65	19	161	97.26623654697538	104.10828023805465	47.028700385398	16.98339322903079	64.53155767529275	94.26761469567384	144.79162463278624	72.42056064217806	67.21133352667789	18.0681703978436	174.74712226057602	0.3168870314531318
ENSDARG00000115161	0.9431298818142587	0.9998557456288198	0.11968469689976335	KN149950.1	74	5493	1	protein_coding	CABZ01069162.1	NA	530	432	303	703	378	345	472	3	488	482	4	464.4243727017743	616.0928364772549	215.90448813296354	542.6966109094839	348.4704114465808	451.6989870834372	542.3940224339294	2.78540617854531	504.6020117079817	458.3609543031902	4.3415434102006465	0.3159378067319063
ENSDARG00000103634	NA	NA	-1.5125695652179874	12	43701777	43711918	-1	protein_coding	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]	0	427	635	723	0	0	0	0	0	0	0	0	608.9621323513608	452.47310219284435	558.1360592995119	0	0	0	0	0	0	0	0.3099207075328864
ENSDARG00000075826	0.04496976062403416	0.9998557456288198	-2.3019512907107518	17	43889371	43920385	1	protein_coding	msh4	mutS homolog 4 [Source:ZFIN;Acc:ZDB-GENE-131121-643]	2	45	91	47	1	74	156	126	93	78	71	1.752544802648205	64.17633713304738	64.8426020465336	36.28270371656578	0.9218793953613249	96.88615954833145	179.26582097392583	116.98705949890302	96.16390796893913	74.17459426483161	77.06239553106147	0.3063501180313407
ENSDARG00000098890	2.5930592341337463e-5	0.008740282560472101	1.6505757946754336	23	42414652	42428299	1	protein_coding	cyp2aa9	cytochrome P450, family 2, subfamily AA, polypeptide 9 [Source:ZFIN;Acc:ZDB-GENE-080724-3]	77	19	40	97	131	120	107	122	56	139	76	67.4729749019559	27.096675678397787	28.502242657816968	74.88132469163575	120.76620079233356	157.1126911594564	122.9579669500645	113.27318459417594	57.90514888452249	132.18293080527687	82.48932479381229	0.30482188887599176
ENSDARG00000104899	2.3388241925723413e-9	1.879874922168338e-6	8.256773437625185	8	7828414	7848287	1	processed_transcript	CR931813.2	NA	144	0	1	308	90	173	1	5	2	349	152	126.18322579067075	0	0.7125560664454241	237.76750520643105	82.96914558251923	226.504129754883	1.149139878037986	4.64234363090885	2.068041031590089	331.88376151828504	164.97864958762457	0.3028434591413178
ENSDARG00000103878	0.9137950238049491	0.9998557456288198	-0.03765814863451151	25	10811551	10827771	1	protein_coding	anpepb	alanyl (membrane) aminopeptidase b [Source:ZFIN;Acc:ZDB-GENE-030131-1253]	2763	1413	4054	3031	2612	1159	1925	2559	4074	1939	2334	2421.140644858495	2015.136985977688	2888.7022933697494	2339.848403508742	2407.9489806837805	1517.4467421150832	2212.0942652231233	2375.9514702991496	4212.599581349011	1843.9043369167757	2533.2905798520774	0.30264882237783836
ENSDARG00000087178	0.8875593201014766	0.9998557456288198	-0.09873188961167541	1	43969797	43973068	-1	protein_coding	scpp9	secretory calcium-binding phosphoprotein 9 [Source:ZFIN;Acc:ZDB-GENE-090424-3]	299	212	379	479	184	189	164	91	226	89	47	262.00544799590665	302.34185493791216	270.05874918281575	369.77478894117036	169.62580874648378	247.45248857614385	188.4589399982297	84.49065408254107	233.68863656968006	84.63511396884633	51.0131350698576	0.2989247358913802
ENSDARG00000089086	1.9594945816448022e-13	3.1499629051702367e-10	1.985800992421789	11	18249809	18253111	-1	protein_coding	mustn1b	musculoskeletal, embryonic nuclear protein 1b [Source:ZFIN;Acc:ZDB-GENE-111129-2]	571	114	174	890	544	432	177	171	103	325	441	500.3515411560625	162.58005407038672	123.9847555615038	687.0554533562456	501.50239107656074	565.605688174043	203.39775841272353	158.76815217708267	106.50411312688958	309.0608094367984	478.65516097462125	0.29858867094934877
ENSDARG00000079111	3.7138995459134027e-9	2.8745582485369737e-6	-1.04847791758915	25	14087045	14125498	1	protein_coding	actc1c	actin alpha cardiac muscle 1c [Source:ZFIN;Acc:ZDB-GENE-040625-46]	695	826	2010	858	677	302	1779	1521	1690	646	510	609.0093189202512	1177.9923215977142	1432.2376935553025	662.3523359322008	624.1123506596169	395.40027275129864	2044.3198430295772	1412.2009325224722	1747.4946716936252	614.3177935266824	553.5467848005824	0.29344753671741397
ENSDARG00000035438	NA	NA	0.26403768852283505	5	32221755	32233862	1	protein_coding	myhc4	myosin heavy chain 4 [Source:ZFIN;Acc:ZDB-GENE-030131-6206]	1026	756	615	1027	1127	1188	574	32	19	710	681	899.0554837585291	1078.1624638351961	438.22198086393587	792.8156748279373	1038.958078572213	1555.4156424786186	659.606289993804	29.71099923781664	19.646389800105844	675.1789990773134	739.1477655866601	0.29334249251361627
ENSDARG00000095930	0.6142675189882821	0.9998557456288198	0.27836559759998536	5	32246872	32257316	1	protein_coding	myha	myosin, heavy chain a [Source:ZFIN;Acc:ZDB-GENE-060531-50]	188	145	135	219	233	186	136	73	52	119	131	164.73921144893126	206.7904196509305	96.19506897013227	169.0619598708065	214.79789911918868	243.52467129715745	156.2830234131661	67.7782170112692	53.769066821342314	113.16380407070464	142.18554668407117	0.2928452991821955
ENSDARG00000092870	0.8470921617645573	0.9998557456288198	-0.0972018535480008	9	30245637	30248034	-1	lincRNA	BX936337.1	NA	277	209	181	143	264	257	292	291	142	317	273	242.72745516677637	298.06343246237566	128.97264802662178	110.39205598870014	243.37616037538976	336.4830135665025	335.54884438709195	270.1843993188951	146.83091324289632	301.45315874296955	296.31033774619414	0.2918358801947828
ENSDARG00000052779	0.5225522538759306	0.9998557456288198	0.2524481366211582	12	46120836	46145909	-1	protein_coding	zgc:153932	zgc:153932 [Source:ZFIN;Acc:ZDB-GENE-070209-223]	1741	1160	1339	1845	1852	979	599	1006	1378	966	1624	1525.5902507052624	1654.323357207444	954.112572970423	1424.2891139800822	1707.3206402091737	1281.7777053758987	688.3347869447537	934.0395385388606	1424.8802707655714	918.6238212798377	1762.6666245414624	0.29140440810635065
ENSDARG00000094840	0.1988471422582541	0.9998557456288198	1.2020989677150642	22	19277361	19279253	1	protein_coding	si:dkey-21e2.13	si:dkey-21e2.13 [Source:ZFIN;Acc:ZDB-GENE-050208-379]	29	37	5	132	68	75	78	104	74	64	135	25.41189963839897	52.76721053161674	3.562780332227121	101.90035937418475	62.68779888457009	98.19543197466025	89.63291048696291	96.56074752290408	76.51751816883329	60.86120555063107	146.5270900942718	0.29025431663284496
ENSDARG00000005713	0.6161772914771448	0.9998557456288198	-0.11022027951743128	16	54303491	54320489	1	protein_coding	ethe1	ETHE1 persulfide dioxygenase [Source:ZFIN;Acc:ZDB-GENE-040426-2503]	634	409	510	520	380	183	324	360	412	233	176	555.556702439481	583.2915974981419	363.4035938871663	401.42565814072776	350.3141702373035	239.59685401817103	372.3213204843075	334.2487414254372	426.0164525075583	221.57282645776624	191.02791004882843	0.2899233396048551
ENSDARG00000021720	0.43950378589560596	0.9998557456288198	-0.3699742562997266	6	40184235	40312091	-1	protein_coding	col7a1	collagen, type VII, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2427]	269	303	947	668	580	289	342	656	337	731	325	235.71727595618356	432.12067002918576	674.7905949238167	515.6775762269349	534.6900493095684	378.3797312090242	393.00583828899124	609.0754843752411	348.46491382293	695.1490821486143	352.7504020788025	0.28799714489879735
ENSDARG00000055618	5.202247524878066e-24	3.623885625830061e-20	-1.3659305471220933	13	24279021	24284442	1	protein_coding	acta1b	actin alpha 1, skeletal muscle b [Source:ZFIN;Acc:ZDB-GENE-030131-55]	5819	10513	20897	8048	6594	4007	15808	23124	23317	6657	4583	5099.0291033049525	14993.018495105049	14890.284120510029	6212.834032147263	6078.872733012576	5246.254612299515	18165.603192024482	21469.91082422725	24110.25636679305	6330.51633360236	4974.323362237391	0.2852029829478079
ENSDARG00000052747	0.6586085012469891	0.9998557456288198	0.10162095434866358	16	53590586	53601602	1	protein_coding	gpatch3	G patch domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-070112-902]	244	137	479	474	318	440	278	345	336	510	550	213.81046592308098	195.38129304949982	341.31435582735816	365.91492684366335	293.1576477249013	576.0798675846735	319.4608860945601	320.32171053271065	347.43089330713497	484.98773173159134	596.9622189025889	0.280031385935512
ENSDARG00000045442	0.13052941716509364	0.9998557456288198	-0.7674355113158717	24	4755391	4765740	-1	protein_coding	cpb1	carboxypeptidase B1 (tissue) [Source:ZFIN;Acc:ZDB-GENE-030131-1132]	5264	7452	6325	3970	6137	2904	1992	2419	4255	2068	2704	4612.697920570075	10627.601429232647	4506.917120267308	3064.7305054205563	5657.573849332451	3802.127126058845	2289.0866370516683	2245.9658486337016	4399.757294707914	1966.5777043547664	2934.883345295637	0.2794648767153805
ENSDARG00000019808	0.2099206804337103	0.9998557456288198	0.3941945546062558	6	23057311	23082678	1	protein_coding	evpla	envoplakin a [Source:ZFIN;Acc:ZDB-GENE-030829-19]	1302	513	1129	1383	890	1101	687	751	497	730	933	1140.9066665239814	731.6102433167403	804.4757990168839	1067.6378561704355	820.4726618715791	1441.5089413880125	789.4590962120964	697.2800133625093	513.9081963501371	694.1981258118857	1012.6650004293008	0.2794092421011848
ENSDARG00000092044	0.13073172683592257	0.9998557456288198	0.9134167129460774	21	30651064	30658520	-1	protein_coding	si:dkey-22f5.9	si:dkey-22f5.9 [Source:ZFIN;Acc:ZDB-GENE-091204-260]	845	352	578	1073	1098	158	778	408	303	805	368	740.4501791188666	502.00157046294845	411.85740640545515	828.3264061250017	1012.2235761067348	206.86504335995093	894.0308251135532	378.81524028216216	313.3082162858985	765.5198510665315	399.4219937384595	0.277280936119297
ENSDARG00000076945	0.5486405972667134	0.9998557456288198	-0.23124302550250472	20	7327627	7350653	1	processed_transcript	dsg2.1	desmoglein 2, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7531]	1048	686	1292	942	847	1093	667	845	492	741	553	918.3334765876593	978.332606072678	920.6224378474881	727.1980191703184	780.8318478710422	1431.0347619773822	766.4762986513367	784.5560736235957	508.73809377116186	704.6586455159004	600.2183764602394	0.27668381708103656
